,visual parameter label,visual parameter value,xticks,yticks,ax_00_0_imshow_row,ax_00_0_imshow_col,ax_00_0_imshow_value,preserved 0,ax_01_0_imshow_row,ax_01_0_imshow_col,ax_01_0_imshow_value,ax_02_0_plot_x,ax_02_0_plot_y,ax_03_0_plot_x,ax_03_0_plot_y
1536,,,,,30,36,0.0023447126,NONE_STR,30,36,0.029541016,,,,
1537,,,,,30,37,0.006205693,NONE_STR,30,37,0.0309721,,,,
1538,,,,,30,38,0.0014386922,NONE_STR,30,38,0.3214222,,,,
1539,,,,,30,39,0.001610443,NONE_STR,30,39,0.8853783,,,,
1540,,,,,30,40,0.0015409887,NONE_STR,30,40,0.8196583,,,,
1541,,,,,30,41,0.0011255294,NONE_STR,30,41,0.5187128,,,,
1542,,,,,30,42,0.0006349385,NONE_STR,30,42,-0.15216073,,,,
1543,,,,,30,43,0.00048588216,NONE_STR,30,43,-1.1101028,,,,
1544,,,,,30,44,0.000456959,NONE_STR,30,44,-1.184166,,,,
1545,,,,,30,45,0.00048561394,NONE_STR,30,45,-1.5052264,,,,
1546,,,,,30,46,0.0005943477,NONE_STR,30,46,-1.1480348,,,,
1547,,,,,30,47,0.00051155686,NONE_STR,30,47,-1.4351803,,,,
1548,,,,,30,48,0.00047047436,NONE_STR,30,48,-1.455938,,,,
1549,,,,,30,49,0.00041377544,NONE_STR,30,49,-1.3129814,,,,
1550,,,,,31,0,0.0004389286,NONE_STR,31,0,-0.19337024,,,,
1551,,,,,31,1,0.00043201447,NONE_STR,31,1,-0.30312893,,,,
1552,,,,,31,2,0.0003514737,NONE_STR,31,2,-1.329374,,,,
1553,,,,,31,3,0.00033290684,NONE_STR,31,3,-1.6324465,,,,
1554,,,,,31,4,0.00033216178,NONE_STR,31,4,-1.7318516,,,,
1555,,,,,31,5,0.00036732852,NONE_STR,31,5,-1.3559641,,,,
1556,,,,,31,6,0.0003965795,NONE_STR,31,6,-0.9558401,,,,
1557,,,,,31,7,0.0004171878,NONE_STR,31,7,-0.5989436,,,,
1558,,,,,31,8,0.00045721233,NONE_STR,31,8,-0.17436521,,,,
1559,,,,,31,9,0.00047841668,NONE_STR,31,9,-0.13625672,,,,
1560,,,,,31,10,0.0005349666,NONE_STR,31,10,-0.1533911,,,,
1561,,,,,31,11,0.0005733073,NONE_STR,31,11,0.05626452,,,,
1562,,,,,31,12,0.00042629242,NONE_STR,31,12,-0.4898286,,,,
1563,,,,,31,13,0.00059849024,NONE_STR,31,13,0.71194863,,,,
1564,,,,,31,14,0.00060245395,NONE_STR,31,14,0.5285403,,,,
1565,,,,,31,15,0.00045332313,NONE_STR,31,15,-0.1404506,,,,
1566,,,,,31,16,0.00044469535,NONE_STR,31,16,-0.20911326,,,,
1567,,,,,31,17,0.00047156215,NONE_STR,31,17,-0.03015474,,,,
1568,,,,,31,18,0.0009161979,NONE_STR,31,18,0.123933725,,,,
1569,,,,,31,19,0.0036363602,NONE_STR,31,19,0.31153074,,,,
1570,,,,,31,20,0.008679301,NONE_STR,31,20,0.42802966,,,,
1571,,,,,31,21,0.00055223703,NONE_STR,31,21,-0.6860605,,,,
1572,,,,,31,22,0.0004937202,NONE_STR,31,22,-0.38350978,,,,
1573,,,,,31,23,0.0005081743,NONE_STR,31,23,-0.6204266,,,,
1574,,,,,31,24,0.00052312016,NONE_STR,31,24,-0.82764804,,,,
1575,,,,,31,25,0.0004825741,NONE_STR,31,25,-0.70062107,,,,
1576,,,,,31,26,0.0004953891,NONE_STR,31,26,-0.5351383,,,,
1577,,,,,31,27,0.0007287264,NONE_STR,31,27,-0.33355927,,,,
1578,,,,,31,28,0.0006286204,NONE_STR,31,28,-1.4667643,,,,
1579,,,,,31,29,0.0014365911,NONE_STR,31,29,-0.014315372,,,,
1580,,,,,31,30,0.011817887,NONE_STR,31,30,0.14185604,,,,
1581,,,,,31,31,0.0028608143,NONE_STR,31,31,-0.3039094,,,,
1582,,,,,31,32,0.0023714453,NONE_STR,31,32,-0.3926297,,,,
1583,,,,,31,33,0.0044161677,NONE_STR,31,33,-0.3500051,,,,
1584,,,,,31,34,0.0038695335,NONE_STR,31,34,-0.25013602,,,,
1585,,,,,31,35,0.0022405684,NONE_STR,31,35,-0.30223387,,,,
1586,,,,,31,36,0.002628699,NONE_STR,31,36,-0.273608,,,,
1587,,,,,31,37,0.007300943,NONE_STR,31,37,-0.30478194,,,,
1588,,,,,31,38,0.0013181418,NONE_STR,31,38,-0.68703604,,,,
1589,,,,,31,39,0.0012740493,NONE_STR,31,39,0.2060144,,,,
1590,,,,,31,40,0.0012753606,NONE_STR,31,40,0.11130974,,,,
1591,,,,,31,41,0.0010071695,NONE_STR,31,41,-0.39048868,,,,
1592,,,,,31,42,0.0006247759,NONE_STR,31,42,-0.8639583,,,,
1593,,,,,31,43,0.00053426623,NONE_STR,31,43,-1.7243955,,,,
1594,,,,,31,44,0.00051777065,NONE_STR,31,44,-1.3024647,,,,
1595,,,,,31,45,0.00048828125,NONE_STR,31,45,-1.0461959,,,,
1596,,,,,31,46,0.0005322248,NONE_STR,31,46,-1.5784335,,,,
1597,,,,,31,47,0.00059598684,NONE_STR,31,47,-1.0972062,,,,
1598,,,,,31,48,0.0007016957,NONE_STR,31,48,-0.6133012,,,,
1599,,,,,31,49,0.0005891919,NONE_STR,31,49,-0.8388185,,,,
1600,,,,,32,0,0.00018393993,NONE_STR,32,0,-0.9670022,,,,
1601,,,,,32,1,0.0001603663,NONE_STR,32,1,-1.2446471,,,,
1602,,,,,32,2,0.00012096763,NONE_STR,32,2,-1.8948382,,,,
1603,,,,,32,3,0.0001270622,NONE_STR,32,3,-2.0496004,,,,
1604,,,,,32,4,0.00015679002,NONE_STR,32,4,-1.579862,,,,
1605,,,,,32,5,0.00017800927,NONE_STR,32,5,-1.224958,,,,
1606,,,,,32,6,0.00018550456,NONE_STR,32,6,-1.0470136,,,,
1607,,,,,32,7,0.00019791722,NONE_STR,32,7,-0.6895531,,,,
1608,,,,,32,8,0.00022152066,NONE_STR,32,8,-0.231631,,,,
1609,,,,,32,9,0.00022384524,NONE_STR,32,9,-0.30698207,,,,
1610,,,,,32,10,0.00026457012,NONE_STR,32,10,-0.45225498,,,,
1611,,,,,32,11,0.00031346083,NONE_STR,32,11,-0.18572596,,,,
1612,,,,,32,12,0.0001745522,NONE_STR,32,12,-1.1270624,,,,
1613,,,,,32,13,0.00028954446,NONE_STR,32,13,-0.018006923,,,,
1614,,,,,32,14,0.00031487644,NONE_STR,32,14,-0.021072656,,,,
1615,,,,,32,15,0.00019609928,NONE_STR,32,15,-0.8642031,,,,
1616,,,,,32,16,0.00018253922,NONE_STR,32,16,-1.0927666,,,,
1617,,,,,32,17,0.00019797683,NONE_STR,32,17,-0.9253805,,,,
1618,,,,,32,18,0.0006490201,NONE_STR,32,18,-0.2702381,,,,
1619,,,,,32,19,0.003399074,NONE_STR,32,19,-0.0010446481,,,,
1620,,,,,32,20,0.008365586,NONE_STR,32,20,0.12642,,,,
1621,,,,,32,21,0.00018942356,NONE_STR,32,21,-1.1676607,,,,
1622,,,,,32,22,0.00017800927,NONE_STR,32,22,-1.2729814,,,,
1623,,,,,32,23,0.00017951429,NONE_STR,32,23,-1.1631949,,,,
1624,,,,,32,24,0.00019332767,NONE_STR,32,24,-0.8976443,,,,
1625,,,,,32,25,0.00021137297,NONE_STR,32,25,-0.6443993,,,,
1626,,,,,32,26,0.00022234023,NONE_STR,32,26,-0.48028597,,,,
1627,,,,,32,27,0.0003374666,NONE_STR,32,27,-0.2015797,,,,
1628,,,,,32,28,0.00022627413,NONE_STR,32,28,-1.3651633,,,,
1629,,,,,32,29,0.0008967519,NONE_STR,32,29,0.38533086,,,,
1630,,,,,32,30,0.012029231,NONE_STR,32,30,0.40447587,,,,
1631,,,,,32,31,0.0027730614,NONE_STR,32,31,-0.046685703,,,,
1632,,,,,32,32,0.00226444,NONE_STR,32,32,-0.137412,,,,
1633,,,,,32,33,0.004408568,NONE_STR,32,33,-0.07285229,,,,
1634,,,,,32,34,0.0038079172,NONE_STR,32,34,-0.03980089,,,,
1635,,,,,32,35,0.0021092594,NONE_STR,32,35,-0.10798351,,,,
1636,,,,,32,36,0.0025147349,NONE_STR,32,36,-0.07146364,,,,
1637,,,,,32,37,0.0074175745,NONE_STR,32,37,-0.031301443,,,,
1638,,,,,32,38,0.001276657,NONE_STR,32,38,0.21811207,,,,
1639,,,,,32,39,0.001121819,NONE_STR,32,39,0.8148502,,,,
1640,,,,,32,40,0.001114279,NONE_STR,32,40,0.6118408,,,,
1641,,,,,32,41,0.0008715093,NONE_STR,32,41,-0.0087679885,,,,
1642,,,,,32,42,0.00041627884,NONE_STR,32,42,-1.0251458,,,,
1643,,,,,32,43,0.0003207922,NONE_STR,32,43,-1.8714532,,,,
1644,,,,,32,44,0.0002641827,NONE_STR,32,44,-1.7236772,,,,
1645,,,,,32,45,0.00019018352,NONE_STR,32,45,-2.2938704,,,,
1646,,,,,32,46,0.00031916797,NONE_STR,32,46,-1.8236562,,,,
1647,,,,,32,47,0.00037761033,NONE_STR,32,47,-1.3728898,,,,
1648,,,,,32,48,0.00045506656,NONE_STR,32,48,-1.1067473,,,,
1649,,,,,32,49,0.0003386587,NONE_STR,32,49,-1.214175,,,,
1650,,,,,33,0,0.00017341971,NONE_STR,33,0,-1.2879233,,,,
1651,,,,,33,1,0.00019879639,NONE_STR,33,1,-0.8069912,,,,
1652,,,,,33,2,0.00021782517,NONE_STR,33,2,-0.4283028,,,,
1653,,,,,33,3,0.00021599233,NONE_STR,33,3,-0.45526782,,,,
1654,,,,,33,4,0.0001989752,NONE_STR,33,4,-0.69066,,,,
1655,,,,,33,5,0.00020989776,NONE_STR,33,5,-0.61269844,,,,
1656,,,,,33,6,0.00021472573,NONE_STR,33,6,-0.70129967,,,,
1657,,,,,33,7,0.00022804737,NONE_STR,33,7,-0.59941906,,,,
1658,,,,,33,8,0.00023943186,NONE_STR,33,8,-0.3988546,,,,
1659,,,,,33,9,0.00024285913,NONE_STR,33,9,-0.39366367,,,,
1660,,,,,33,10,0.00030125678,NONE_STR,33,10,-0.22546303,,,,
1661,,,,,33,11,0.00032819808,NONE_STR,33,11,-0.22004987,,,,
1662,,,,,33,12,0.00021770597,NONE_STR,33,12,-0.5071425,,,,
1663,,,,,33,13,0.0003155768,NONE_STR,33,13,0.029354673,,,,
1664,,,,,33,14,0.00033138692,NONE_STR,33,14,-0.1746384,,,,
1665,,,,,33,15,0.00021101534,NONE_STR,33,15,-0.9652179,,,,
1666,,,,,33,16,0.0001949817,NONE_STR,33,16,-1.0904473,,,,
1667,,,,,33,17,0.00020679832,NONE_STR,33,17,-0.966133,,,,
1668,,,,,33,18,0.0006609708,NONE_STR,33,18,-0.3797974,,,,
1669,,,,,33,19,0.0034285784,NONE_STR,33,19,-0.0014478716,,,,
1670,,,,,33,20,0.00840725,NONE_STR,33,20,0.13955724,,,,
1671,,,,,33,21,0.00021491945,NONE_STR,33,21,-1.5341657,,,,
1672,,,,,33,22,0.00020605326,NONE_STR,33,22,-1.4144932,,,,
1673,,,,,33,23,0.00020730495,NONE_STR,33,23,-1.1524951,,,,
1674,,,,,33,24,0.00022049248,NONE_STR,33,24,-0.8588464,,,,
1675,,,,,33,25,0.00023816526,NONE_STR,33,25,-0.6516514,,,,
1676,,,,,33,26,0.00024345517,NONE_STR,33,26,-0.64959395,,,,
1677,,,,,33,27,0.0003606826,NONE_STR,33,27,-0.021985734,,,,
1678,,,,,33,28,0.0002708733,NONE_STR,33,28,-0.67780536,,,,
1679,,,,,33,29,0.0008737445,NONE_STR,33,29,0.2729187,,,,
1680,,,,,33,30,0.012000054,NONE_STR,33,30,0.2960132,,,,
1681,,,,,33,31,0.0027826875,NONE_STR,33,31,-0.1172233,,,,
1682,,,,,33,32,0.0022805333,NONE_STR,33,32,-0.18184608,,,,
1683,,,,,33,33,0.0044250786,NONE_STR,33,33,-0.104307346,,,,
1684,,,,,33,34,0.0038139522,NONE_STR,33,34,-0.10669904,,,,
1685,,,,,33,35,0.00211747,NONE_STR,33,35,-0.1896819,,,,
1686,,,,,33,36,0.002522111,NONE_STR,33,36,-0.15160519,,,,
1687,,,,,33,37,0.0074114203,NONE_STR,33,37,-0.09772701,,,,
1688,,,,,33,38,0.0012451112,NONE_STR,33,38,-0.16920845,,,,
1689,,,,,33,39,0.0010925084,NONE_STR,33,39,0.41012624,,,,
1690,,,,,33,40,0.0010984242,NONE_STR,33,40,0.2719533,,,,
1691,,,,,33,41,0.0009059012,NONE_STR,33,41,-0.05043656,,,,
1692,,,,,33,42,0.0005013943,NONE_STR,33,42,-0.30252513,,,,
1693,,,,,33,43,0.0004106015,NONE_STR,33,43,-0.9136358,,,,
1694,,,,,33,44,0.00037288666,NONE_STR,33,44,-0.59992635,,,,
1695,,,,,33,45,0.00029584765,NONE_STR,33,45,-1.0008265,,,,
1696,,,,,33,46,0.00040231645,NONE_STR,33,46,-1.1701596,,,,
1697,,,,,33,47,0.00041623414,NONE_STR,33,47,-1.246063,,,,
1698,,,,,33,48,0.00045967102,NONE_STR,33,48,-1.3352805,,,,
1699,,,,,33,49,0.0003155619,NONE_STR,33,49,-1.7657688,,,,
1700,,,,,34,0,3.2424927e-05,NONE_STR,34,0,-1.6002096,,,,
1701,,,,,34,1,4.74751e-05,NONE_STR,34,1,-1.3214685,,,,
1702,,,,,34,2,6.197393e-05,NONE_STR,34,2,-0.94294876,,,,
1703,,,,,34,3,5.763769e-05,NONE_STR,34,3,-1.0966189,,,,
1704,,,,,34,4,5.1245093e-05,NONE_STR,34,4,-1.1763409,,,,
1705,,,,,34,5,4.5910478e-05,NONE_STR,34,5,-1.3322365,,,,
1706,,,,,34,6,5.2526593e-05,NONE_STR,34,6,-1.3572993,,,,
1707,,,,,34,7,7.3090196e-05,NONE_STR,34,7,-0.93692213,,,,
1708,,,,,34,8,6.480515e-05,NONE_STR,34,8,-0.91929275,,,,
1709,,,,,34,9,6.452203e-05,NONE_STR,34,9,-0.9312653,,,,
1710,,,,,34,10,0.00012481213,NONE_STR,34,10,-0.8208712,,,,
1711,,,,,34,11,0.0001540631,NONE_STR,34,11,-0.76854545,,,,
1712,,,,,34,12,5.0231814e-05,NONE_STR,34,12,-1.5324236,,,,
1713,,,,,34,13,0.00014302135,NONE_STR,34,13,-0.5766302,,,,
1714,,,,,34,14,0.00018408895,NONE_STR,34,14,-0.3886329,,,,
1715,,,,,34,15,7.072091e-05,NONE_STR,34,15,-1.618096,,,,
1716,,,,,34,16,5.6490302e-05,NONE_STR,34,16,-2.2653954,,,,
1717,,,,,34,17,7.010996e-05,NONE_STR,34,17,-1.9357055,,,,
1718,,,,,34,18,0.0005182326,NONE_STR,34,18,-0.50958097,,,,
1719,,,,,34,19,0.0032465905,NONE_STR,34,19,-0.13205568,,,,
1720,,,,,34,20,0.008151174,NONE_STR,34,20,-0.025270198,,,,
1721,,,,,34,21,9.034574e-05,NONE_STR,34,21,-1.3926193,,,,
1722,,,,,34,22,7.113814e-05,NONE_STR,34,22,-1.3893787,,,,
1723,,,,,34,23,6.593764e-05,NONE_STR,34,23,-1.313994,,,,
1724,,,,,34,24,7.657707e-05,NONE_STR,34,24,-1.1093397,,,,
1725,,,,,34,25,9.557605e-05,NONE_STR,34,25,-0.839293,,,,
1726,,,,,34,26,0.00010468066,NONE_STR,34,26,-0.6966342,,,,
1727,,,,,34,27,0.00022996962,NONE_STR,34,27,0.067570165,,,,
1728,,,,,34,28,0.00012524426,NONE_STR,34,28,-0.96884006,,,,
1729,,,,,34,29,0.00072936714,NONE_STR,34,29,0.31443855,,,,
1730,,,,,34,30,0.011985749,NONE_STR,34,30,0.72673815,,,,
1731,,,,,34,31,0.00269337,NONE_STR,34,31,0.19335502,,,,
1732,,,,,34,32,0.002190262,NONE_STR,34,32,0.13536973,,,,
1733,,,,,34,33,0.0043578297,NONE_STR,34,33,0.24926369,,,,
1734,,,,,34,34,0.0037334561,NONE_STR,34,34,0.20144896,,,,
1735,,,,,34,35,0.0020094514,NONE_STR,34,35,0.022797778,,,,
1736,,,,,34,36,0.0024119318,NONE_STR,34,36,0.041106652,,,,
1737,,,,,34,37,0.0073524117,NONE_STR,34,37,0.19949813,,,,
1738,,,,,34,38,0.0011582673,NONE_STR,34,38,0.2583441,,,,
1739,,,,,34,39,0.000966087,NONE_STR,34,39,0.54035103,,,,
1740,,,,,34,40,0.000979811,NONE_STR,34,40,0.50990736,,,,
1741,,,,,34,41,0.00073747337,NONE_STR,34,41,-0.324333,,,,
1742,,,,,34,42,0.00032876432,NONE_STR,34,42,-0.743917,,,,
1743,,,,,34,43,0.00024104118,NONE_STR,34,43,-1.2996588,,,,
1744,,,,,34,44,0.00021959841,NONE_STR,34,44,-0.7846682,,,,
1745,,,,,34,45,0.0001540631,NONE_STR,34,45,-1.0643269,,,,
1746,,,,,34,46,0.00029933453,NONE_STR,34,46,-0.6642415,,,,
1747,,,,,34,47,0.00032022595,NONE_STR,34,47,-0.6270739,,,,
1748,,,,,34,48,0.000330925,NONE_STR,34,48,-1.1041831,,,,
1749,,,,,34,49,0.0001847148,NONE_STR,34,49,-1.7127509,,,,
1750,,,,,35,0,2.7105212e-05,NONE_STR,35,0,-1.119474,,,,
1751,,,,,35,1,3.3572316e-05,NONE_STR,35,1,-1.0490397,,,,
1752,,,,,35,2,4.439056e-05,NONE_STR,35,2,-0.84719723,,,,
1753,,,,,35,3,5.6177378e-05,NONE_STR,35,3,-0.6877184,,,,
1754,,,,,35,4,6.003678e-05,NONE_STR,35,4,-0.60442597,,,,
1755,,,,,35,5,5.13196e-05,NONE_STR,35,5,-0.8872144,,,,
1756,,,,,35,6,6.1139464e-05,NONE_STR,35,6,-0.7718161,,,,
1757,,,,,35,7,8.174777e-05,NONE_STR,35,7,-0.37849295,,,,
1758,,,,,35,8,7.7068806e-05,NONE_STR,35,8,-0.38320485,,,,
1759,,,,,35,9,8.134544e-05,NONE_STR,35,9,-0.40971178,,,,
1760,,,,,35,10,0.00012563169,NONE_STR,35,10,-0.5120046,,,,
1761,,,,,35,11,0.00013674796,NONE_STR,35,11,-0.73931825,,,,
1762,,,,,35,12,2.9101968e-05,NONE_STR,35,12,-1.5250674,,,,
1763,,,,,35,13,0.00012277067,NONE_STR,35,13,-0.5924638,,,,
1764,,,,,35,14,0.00016102195,NONE_STR,35,14,-0.37153542,,,,
1765,,,,,35,15,4.9248338e-05,NONE_STR,35,15,-1.4047817,,,,
1766,,,,,35,16,3.6507845e-05,NONE_STR,35,16,-1.7086564,,,,
1767,,,,,35,17,5.0917268e-05,NONE_STR,35,17,-1.6194732,,,,
1768,,,,,35,18,0.0004890412,NONE_STR,35,18,-0.6065115,,,,
1769,,,,,35,19,0.0031802505,NONE_STR,35,19,-0.25437537,,,,
1770,,,,,35,20,0.00801371,NONE_STR,35,20,-0.16630684,,,,
1771,,,,,35,21,5.3972006e-05,NONE_STR,35,21,-1.5720422,,,,
1772,,,,,35,22,4.1633844e-05,NONE_STR,35,22,-1.6278628,,,,
1773,,,,,35,23,3.2112002e-05,NONE_STR,35,23,-1.7860436,,,,
1774,,,,,35,24,4.0873885e-05,NONE_STR,35,24,-1.630321,,,,
1775,,,,,35,25,6.2316656e-05,NONE_STR,35,25,-1.2058723,,,,
1776,,,,,35,26,7.335842e-05,NONE_STR,35,26,-0.9408775,,,,
1777,,,,,35,27,0.00019539893,NONE_STR,35,27,-0.06201231,,,,
1778,,,,,35,28,9.277463e-05,NONE_STR,35,28,-1.122046,,,,
1779,,,,,35,29,0.0007198006,NONE_STR,35,29,0.4650047,,,,
1780,,,,,35,30,0.011999756,NONE_STR,35,30,1.1030196,,,,
1781,,,,,35,31,0.0027030557,NONE_STR,35,31,0.5371424,,,,
1782,,,,,35,32,0.002202645,NONE_STR,35,32,0.49654576,,,,
1783,,,,,35,33,0.004387185,NONE_STR,35,33,0.65584403,,,,
1784,,,,,35,34,0.0037562102,NONE_STR,35,34,0.56534654,,,,
1785,,,,,35,35,0.002015695,NONE_STR,35,35,0.30622694,,,,
1786,,,,,35,36,0.0024209619,NONE_STR,35,36,0.31870392,,,,
1787,,,,,35,37,0.0074165463,NONE_STR,35,37,0.5654679,,,,
1788,,,,,35,38,0.0012079924,NONE_STR,35,38,0.97339207,,,,
1789,,,,,35,39,0.0010037869,NONE_STR,35,39,1.1231662,,,,
1790,,,,,35,40,0.0010026097,NONE_STR,35,40,1.0599688,,,,
1791,,,,,35,41,0.0006943345,NONE_STR,35,41,-0.43021268,,,,
1792,,,,,35,42,0.0002745241,NONE_STR,35,42,-1.1827042,,,,
1793,,,,,35,43,0.00018315017,NONE_STR,35,43,-1.8622726,,,,
1794,,,,,35,44,0.00015239418,NONE_STR,35,44,-1.3982697,,,,
1795,,,,,35,45,0.00010308623,NONE_STR,35,45,-1.4364045,,,,
1796,,,,,35,46,0.00028268993,NONE_STR,35,46,-0.42130688,,,,
1797,,,,,35,47,0.00031524897,NONE_STR,35,47,-0.2755365,,,,
1798,,,,,35,48,0.00032798946,NONE_STR,35,48,-0.7537755,,,,
1799,,,,,35,49,0.00019170344,NONE_STR,35,49,-1.2352906,,,,
1800,,,,,36,0,0.0001013428,NONE_STR,36,0,-0.5839793,,,,
1801,,,,,36,1,0.00011380017,NONE_STR,36,1,0.0428592,,,,
1802,,,,,36,2,0.00010479987,NONE_STR,36,2,-0.26300877,,,,
1803,,,,,36,3,0.00010514259,NONE_STR,36,3,-0.3728169,,,,
1804,,,,,36,4,9.724498e-05,NONE_STR,36,4,-0.67054284,,,,
1805,,,,,36,5,0.000107869506,NONE_STR,36,5,-0.4385503,,,,
1806,,,,,36,6,0.00012476742,NONE_STR,36,6,-0.052353192,,,,
1807,,,,,36,7,0.00014039874,NONE_STR,36,7,0.25315425,,,,
1808,,,,,36,8,0.0001462847,NONE_STR,36,8,0.41458192,,,,
1809,,,,,36,9,0.00015597045,NONE_STR,36,9,0.42509598,,,,
1810,,,,,36,10,0.00018148124,NONE_STR,36,10,-0.07406547,,,,
1811,,,,,36,11,0.0001809001,NONE_STR,36,11,-0.5866612,,,,
1812,,,,,36,12,6.850064e-05,NONE_STR,36,12,-1.6628525,,,,
1813,,,,,36,13,0.00015595555,NONE_STR,36,13,-0.61803585,,,,
1814,,,,,36,14,0.00019738078,NONE_STR,36,14,-0.1679239,,,,
1815,,,,,36,15,8.997321e-05,NONE_STR,36,15,-0.9073225,,,,
1816,,,,,36,16,7.3984265e-05,NONE_STR,36,16,-1.2155921,,,,
1817,,,,,36,17,8.814037e-05,NONE_STR,36,17,-1.0457954,,,,
1818,,,,,36,18,0.00053298473,NONE_STR,36,18,-0.35596886,,,,
1819,,,,,36,19,0.003221333,NONE_STR,36,19,-0.0994297,,,,
1820,,,,,36,20,0.008035794,NONE_STR,36,20,-0.05319223,,,,
1821,,,,,36,21,8.584559e-05,NONE_STR,36,21,-1.6862934,,,,
1822,,,,,36,22,8.173287e-05,NONE_STR,36,22,-1.5537367,,,,
1823,,,,,36,23,7.534027e-05,NONE_STR,36,23,-1.7751629,,,,
1824,,,,,36,24,8.608401e-05,NONE_STR,36,24,-1.353015,,,,
1825,,,,,36,25,0.00010745227,NONE_STR,36,25,-0.5385236,,,,
1826,,,,,36,26,0.0001180321,NONE_STR,36,26,-0.2604203,,,,
1827,,,,,36,27,0.00023396313,NONE_STR,36,27,0.45391744,,,,
1828,,,,,36,28,0.00012716651,NONE_STR,36,28,-1.11018,,,,
1829,,,,,36,29,0.0007465482,NONE_STR,36,29,0.4295178,,,,
1830,,,,,36,30,0.011935219,NONE_STR,36,30,0.9411926,,,,
1831,,,,,36,31,0.0027123094,NONE_STR,36,31,0.43567303,,,,
1832,,,,,36,32,0.0022159368,NONE_STR,36,32,0.40238222,,,,
1833,,,,,36,33,0.0043865293,NONE_STR,36,33,0.5517497,,,,
1834,,,,,36,34,0.0037585348,NONE_STR,36,34,0.45069945,,,,
1835,,,,,36,35,0.0020279884,NONE_STR,36,35,0.18718518,,,,
1836,,,,,36,36,0.0024335235,NONE_STR,36,36,0.2161111,,,,
1837,,,,,36,37,0.0074200034,NONE_STR,36,37,0.49918404,,,,
1838,,,,,36,38,0.0012816638,NONE_STR,36,38,1.3225625,,,,
1839,,,,,36,39,0.0011211634,NONE_STR,36,39,1.8874155,,,,
1840,,,,,36,40,0.0010946691,NONE_STR,36,40,1.6137544,,,,
1841,,,,,36,41,0.0007585287,NONE_STR,36,41,-0.07405262,,,,
1842,,,,,36,42,0.00031089783,NONE_STR,36,42,-1.0194539,,,,
1843,,,,,36,43,0.0002167821,NONE_STR,36,43,-1.9620818,,,,
1844,,,,,36,44,0.00017787516,NONE_STR,36,44,-1.6291763,,,,
1845,,,,,36,45,0.00012555718,NONE_STR,36,45,-1.6912456,,,,
1846,,,,,36,46,0.0003014505,NONE_STR,36,46,-0.5359003,,,,
1847,,,,,36,47,0.0003478676,NONE_STR,36,47,-0.24326125,,,,
1848,,,,,36,48,0.0003798306,NONE_STR,36,48,-0.5432268,,,,
1849,,,,,36,49,0.00025832653,NONE_STR,36,49,-0.82772607,,,,
1850,,,,,37,0,8.4519386e-05,NONE_STR,37,0,-0.69722146,,,,
1851,,,,,37,1,9.314716e-05,NONE_STR,37,1,-0.1478866,,,,
1852,,,,,37,2,9.1433525e-05,NONE_STR,37,2,-0.19108972,,,,
1853,,,,,37,3,8.170307e-05,NONE_STR,37,3,-0.6050455,,,,
1854,,,,,37,4,7.82907e-05,NONE_STR,37,4,-0.7872238,,,,
1855,,,,,37,5,9.445846e-05,NONE_STR,37,5,-0.33015922,,,,
1856,,,,,37,6,0.000120699406,NONE_STR,37,6,0.39798525,,,,
1857,,,,,37,7,0.00014859438,NONE_STR,37,7,1.0717882,,,,
1858,,,,,37,8,0.00013954937,NONE_STR,37,8,0.72786856,,,,
1859,,,,,37,9,0.00012817979,NONE_STR,37,9,0.28550646,,,,
1860,,,,,37,10,0.000162974,NONE_STR,37,10,-0.06586069,,,,
1861,,,,,37,11,0.00019349158,NONE_STR,37,11,-0.12939689,,,,
1862,,,,,37,12,7.456541e-05,NONE_STR,37,12,-0.90010977,,,,
1863,,,,,37,13,0.00015772879,NONE_STR,37,13,-0.30156434,,,,
1864,,,,,37,14,0.00019204617,NONE_STR,37,14,0.009212675,,,,
1865,,,,,37,15,8.715689e-05,NONE_STR,37,15,-0.49385208,,,,
1866,,,,,37,16,7.353723e-05,NONE_STR,37,16,-0.76497173,,,,
1867,,,,,37,17,8.454919e-05,NONE_STR,37,17,-0.82224196,,,,
1868,,,,,37,18,0.0005066842,NONE_STR,37,18,-0.50038844,,,,
1869,,,,,37,19,0.0031484067,NONE_STR,37,19,-0.24114434,,,,
1870,,,,,37,20,0.007867396,NONE_STR,37,20,-0.24184395,,,,
1871,,,,,37,21,5.698204e-05,NONE_STR,37,21,-2.2570515,,,,
1872,,,,,37,22,6.301701e-05,NONE_STR,37,22,-2.0620723,,,,
1873,,,,,37,23,5.1885843e-05,NONE_STR,37,23,-2.635918,,,,
1874,,,,,37,24,5.939603e-05,NONE_STR,37,24,-2.0392828,,,,
1875,,,,,37,25,8.901954e-05,NONE_STR,37,25,-0.6368846,,,,
1876,,,,,37,26,0.000101298094,NONE_STR,37,26,-0.2580612,,,,
1877,,,,,37,27,0.00020870566,NONE_STR,37,27,0.43071076,,,,
1878,,,,,37,28,0.000120446086,NONE_STR,37,28,-0.80853117,,,,
1879,,,,,37,29,0.00075161457,NONE_STR,37,29,0.76031405,,,,
1880,,,,,37,30,0.011799902,NONE_STR,37,30,0.9834066,,,,
1881,,,,,37,31,0.002680406,NONE_STR,37,31,0.5321361,,,,
1882,,,,,37,32,0.00218682,NONE_STR,37,32,0.4852095,,,,
