,ax_00_0_imshow_row,ax_00_0_imshow_col,ax_00_0_imshow_value,ax_01_0_imshow_row,ax_01_0_imshow_col,ax_01_0_imshow_value,ax_02_0_plot_x,ax_02_0_plot_y,ax_03_0_plot_x,ax_03_0_plot_y
609,12,9,0.00021257997,12,9,-1.6541538,,,,
610,12,10,0.00034447014,12,10,-1.3032537,,,,
611,12,11,0.00082422793,12,11,-0.95987785,,,,
612,12,12,0.00036007166,12,12,-1.5117813,,,,
613,12,13,0.00016283989,12,13,-1.745629,,,,
614,12,14,0.0003670156,12,14,-2.363774,,,,
615,12,15,0.00024871528,12,15,-3.5767748,,,,
616,12,16,0.00022427738,12,16,-2.895318,,,,
617,12,17,0.0001809299,12,17,-2.9537632,,,,
618,12,18,0.00028073788,12,18,-2.546686,,,,
619,12,19,0.0005284846,12,19,-1.6936339,,,,
620,12,20,0.00107117,12,20,-1.2072766,,,,
621,12,21,0.00043298304,12,21,-1.7046707,,,,
622,12,22,0.00046524405,12,22,-1.5000676,,,,
623,12,23,0.00058715045,12,23,-0.8193152,,,,
624,12,24,0.000583902,12,24,-0.8180168,,,,
625,12,25,0.00055517256,12,25,-0.91014355,,,,
626,12,26,0.00057038665,12,26,-0.88702697,,,,
627,12,27,0.0010222942,12,27,0.42603037,,,,
628,12,28,0.0013472289,12,28,-0.17670242,,,,
629,12,29,0.0010837018,12,29,-1.0299152,,,,
630,12,30,0.002299562,12,30,0.14992462,,,,
631,12,31,0.0006637126,12,31,-1.2293409,,,,
632,12,32,0.0006130338,12,32,-1.2788587,,,,
633,12,33,0.00071406364,12,33,-1.3031062,,,,
634,12,34,0.00067588687,12,34,-1.3470072,,,,
635,12,35,0.0005491525,12,35,-1.548917,,,,
636,12,36,0.00056758523,12,36,-1.6636015,,,,
637,12,37,0.0012571812,12,37,-1.0410858,,,,
638,12,38,0.002268523,12,38,1.5847923,,,,
639,12,39,0.0032364428,12,39,2.9179983,,,,
640,12,40,0.0032092035,12,40,3.228806,,,,
641,12,41,0.0023989677,12,41,2.221912,,,,
642,12,42,0.0015007406,12,42,0.474219,,,,
643,12,43,0.0012824088,12,43,-0.23566477,,,,
644,12,44,0.001189515,12,44,-0.64493954,,,,
645,12,45,0.0013424158,12,45,-0.55003196,,,,
646,12,46,0.0011171699,12,46,-0.6723727,,,,
647,12,47,0.0010620505,12,47,-0.803523,,,,
648,12,48,0.0010302663,12,48,-0.9246064,,,,
649,12,49,0.0011709481,12,49,-0.612687,,,,
650,13,0,0.00013013184,13,0,-1.6769027,,,,
651,13,1,0.00012849271,13,1,-1.607084,,,,
652,13,2,0.00035212934,13,2,-1.2704873,,,,
653,13,3,0.00034166873,13,3,-1.480386,,,,
654,13,4,0.0006042719,13,4,-0.9078699,,,,
655,13,5,0.00059470534,13,5,-0.865503,,,,
656,13,6,0.00047823787,13,6,-1.0462596,,,,
657,13,7,0.00044676661,13,7,-1.1675417,,,,
658,13,8,0.0005634129,13,8,-1.6053356,,,,
659,13,9,0.00048562884,13,9,-1.331182,,,,
660,13,10,0.00025823712,13,10,-1.4880911,,,,
661,13,11,0.00033953786,13,11,-1.4273071,,,,
662,13,12,0.00035974383,13,12,-1.7685505,,,,
663,13,13,0.0016095489,13,13,-0.27214026,,,,
664,13,14,0.0019379258,13,14,0.8381494,,,,
665,13,15,0.0011461973,13,15,0.20044504,,,,
666,13,16,0.0012728423,13,16,-0.123927265,,,,
667,13,17,0.0014667064,13,17,-0.25191095,,,,
668,13,18,0.00089386106,13,18,-0.74679226,,,,
669,13,19,0.0008112192,13,19,-1.0244205,,,,
670,13,20,0.0014673918,13,20,-0.7842465,,,,
671,13,21,0.00077572465,13,21,-0.5532307,,,,
672,13,22,0.0006636679,13,22,-0.73621064,,,,
673,13,23,0.0007696301,13,23,-0.27885976,,,,
674,13,24,0.0007634014,13,24,-0.41788,,,,
675,13,25,0.0006225109,13,25,-0.9946906,,,,
676,13,26,0.0005658716,13,26,-1.3208101,,,,
677,13,27,0.0010299534,13,27,-0.1958752,,,,
678,13,28,0.0011954904,13,28,-0.29654375,,,,
679,13,29,0.0012340397,13,29,-0.26787215,,,,
680,13,30,0.002127096,13,30,0.6657639,,,,
681,13,31,0.0007070005,13,31,-0.9791401,,,,
682,13,32,0.0006392449,13,32,-1.0674026,,,,
683,13,33,0.00066027045,13,33,-1.0761818,,,,
684,13,34,0.00063458085,13,34,-1.1934913,,,,
685,13,35,0.0005326569,13,35,-1.7193666,,,,
686,13,36,0.00051505864,13,36,-1.8276085,,,,
687,13,37,0.0010101795,13,37,-0.93415695,,,,
688,13,38,0.0014651716,13,38,-0.088362135,,,,
689,13,39,0.002211675,13,39,0.9080349,,,,
690,13,40,0.0025677234,13,40,1.7842557,,,,
691,13,41,0.0022412688,13,41,1.6740112,,,,
692,13,42,0.0016064197,13,42,0.53517,,,,
693,13,43,0.0014349222,13,43,-0.022625871,,,,
694,13,44,0.0012515187,13,44,-0.43378162,,,,
695,13,45,0.0011439174,13,45,-0.72254133,,,,
696,13,46,0.0014453977,13,46,-0.07723835,,,,
697,13,47,0.0016361773,13,47,0.12239833,,,,
698,13,48,0.0016658604,13,48,0.12968057,,,,
699,13,49,0.001752317,13,49,0.3385989,,,,
700,14,0,1.9907951e-05,14,0,-1.2482107,,,,
701,14,1,2.284348e-05,14,1,-1.3931133,,,,
702,14,2,5.5924058e-05,14,2,-1.363761,,,,
703,14,3,0.00017718971,14,3,-1.2550429,,,,
704,14,4,0.0003425479,14,4,-0.836859,,,,
705,14,5,3.9756298e-05,14,5,-1.4127623,,,,
706,14,6,0.00019221008,14,6,-1.0205988,,,,
707,14,7,0.00080797076,14,7,-0.90122426,,,,
708,14,8,0.00053818524,14,8,-1.3542111,,,,
709,14,9,0.0004541725,14,9,-0.562762,,,,
710,14,10,0.0009190738,14,10,-0.4469925,,,,
711,14,11,0.0006646663,14,11,-0.9554557,,,,
712,14,12,0.00028529763,14,12,-1.968015,,,,
713,14,13,0.00999552,14,13,-0.1068011,,,,
714,14,14,0.011147127,14,14,0.7903364,,,,
715,14,15,0.005188793,14,15,0.2798411,,,,
716,14,16,0.008676365,14,16,0.43753397,,,,
717,14,17,0.012614742,14,17,0.6306721,,,,
718,14,18,0.0064696074,14,18,0.19620278,,,,
719,14,19,0.006737128,14,19,-0.04835951,,,,
720,14,20,0.015625715,14,20,0.62994,,,,
721,14,21,0.0007123351,14,21,-0.69527024,,,,
722,14,22,0.00021106005,14,22,-2.528417,,,,
723,14,23,0.00017543137,14,23,-2.3723445,,,,
724,14,24,0.00015465915,14,24,-2.400414,,,,
725,14,25,0.00016844273,14,25,-2.5330193,,,,
726,14,26,0.00015620887,14,26,-2.6501906,,,,
727,14,27,0.00031468272,14,27,-1.7717701,,,,
728,14,28,0.00030471385,14,28,-1.6197208,,,,
729,14,29,0.0013946295,14,29,0.36765265,,,,
730,14,30,0.008915141,14,30,2.6550126,,,,
731,14,31,0.001831755,14,31,0.5359561,,,,
732,14,32,0.0015401393,14,32,0.46758327,,,,
733,14,33,0.0029580444,14,33,1.2366887,,,,
734,14,34,0.0026855022,14,34,1.3654636,,,,
735,14,35,0.001618579,14,35,0.9657731,,,,
736,14,36,0.0018838495,14,36,1.0129939,,,,
737,14,37,0.005665958,14,37,1.924943,,,,
738,14,38,0.0017671138,14,38,0.7095463,,,,
739,14,39,0.0022054762,14,39,1.33262,,,,
740,14,40,0.0021758974,14,40,1.2616986,,,,
741,14,41,0.0017326176,14,41,1.1911786,,,,
742,14,42,0.0012345165,14,42,1.0166643,,,,
743,14,43,0.00124529,14,43,0.22196642,,,,
744,14,44,0.000871107,14,44,-0.70107454,,,,
745,14,45,0.0006542504,14,45,-1.1095269,,,,
746,14,46,0.00059752166,14,46,-1.2094388,,,,
747,14,47,0.0005222559,14,47,-1.2082665,,,,
748,14,48,0.0004930645,14,48,-1.1155903,,,,
749,14,49,0.00039568543,14,49,-1.2551835,,,,
750,15,0,9.968877e-06,15,0,-1.2185304,,,,
751,15,1,1.4975667e-05,15,1,-1.369371,,,,
752,15,2,4.4584274e-05,15,2,-1.2792768,,,,
753,15,3,0.00021189451,15,3,-0.91867936,,,,
754,15,4,0.00026792288,15,4,-0.83762616,,,,
755,15,5,3.2424927e-05,15,5,-1.47934,,,,
756,15,6,0.00017017126,15,6,-1.1028991,,,,
757,15,7,0.0008582324,15,7,-1.0285265,,,,
758,15,8,0.00071670115,15,8,-1.1942402,,,,
759,15,9,0.00032375753,15,9,-0.6550664,,,,
760,15,10,0.00090026855,15,10,-0.27148977,,,,
761,15,11,0.0007734597,15,11,-0.36382672,,,,
762,15,12,0.0003939271,15,12,-1.3492018,,,,
763,15,13,0.011091545,15,13,0.05890677,,,,
764,15,14,0.012157902,15,14,0.82319736,,,,
765,15,15,0.0056809336,15,15,0.45253173,,,,
766,15,16,0.009681553,15,16,0.7348367,,,,
767,15,17,0.0141325295,15,17,0.970188,,,,
768,15,18,0.0073582977,15,18,0.49702582,,,,
769,15,19,0.008336857,15,19,0.2072534,,,,
770,15,20,0.019219592,15,20,0.6798128,,,,
771,15,21,0.00033532083,15,21,-1.7630626,,,,
772,15,22,7.095933e-05,15,22,-3.2502122,,,,
773,15,23,7.840991e-05,15,23,-2.8718836,,,,
774,15,24,9.177625e-05,15,24,-2.6931405,,,,
775,15,25,0.00012765825,15,25,-2.3121479,,,,
776,15,26,0.0001437962,15,26,-2.1255016,,,,
777,15,27,0.00029158592,15,27,-1.5150139,,,,
778,15,28,0.00028447807,15,28,-1.0554346,,,,
779,15,29,0.0014191717,15,29,1.0893148,,,,
780,15,30,0.011725932,15,30,2.2258768,,,,
781,15,31,0.0024419576,15,31,0.4904725,,,,
782,15,32,0.0020049065,15,32,0.4127454,,,,
783,15,33,0.003928095,15,33,0.83073384,,,,
784,15,34,0.0034206659,15,34,0.8119074,,,,
785,15,35,0.0019094348,15,35,0.4843313,,,,
786,15,36,0.0022900105,15,36,0.58878815,,,,
787,15,37,0.0069999695,15,37,1.188497,,,,
788,15,38,0.0016411543,15,38,0.25297895,,,,
789,15,39,0.0019950569,15,39,0.8522277,,,,
790,15,40,0.001974672,15,40,0.60311115,,,,
791,15,41,0.0016247332,15,41,0.7747076,,,,
792,15,42,0.0010308623,15,42,0.8500023,,,,
793,15,43,0.001024425,15,43,-0.25570488,,,,
794,15,44,0.00086805224,15,44,-1.0560341,,,,
795,15,45,0.00063078105,15,45,-1.5638028,,,,
796,15,46,0.0008146912,15,46,-0.8306249,,,,
797,15,47,0.0008444488,15,47,-0.43920448,,,,
798,15,48,0.00071287155,15,48,-0.5585627,,,,
799,15,49,0.00036087632,15,49,-1.3067698,,,,
800,16,0,1.0207295e-05,16,0,-1.2926375,,,,
801,16,1,1.7359853e-05,16,1,-1.3768163,,,,
802,16,2,4.476309e-05,16,2,-1.2896243,,,,
803,16,3,0.00021155179,16,3,-1.0048336,,,,
804,16,4,0.0002721697,16,4,-0.9305955,,,,
805,16,5,3.7133694e-05,16,5,-1.5378587,,,,
806,16,6,0.0001628995,16,6,-1.200762,,,,
807,16,7,0.0009326488,16,7,-0.95679307,,,,
808,16,8,0.00080022216,16,8,-1.0452796,,,,
809,16,9,0.00026100874,16,9,-0.8578854,,,,
810,16,10,0.00079903007,16,10,-0.61735666,,,,
811,16,11,0.000709787,16,11,-0.663304,,,,
812,16,12,0.0004376024,16,12,-1.3068087,,,,
813,16,13,0.011447445,16,13,0.022219483,,,,
814,16,14,0.012345791,16,14,0.5407291,,,,
815,16,15,0.0057863295,16,15,0.2596308,,,,
816,16,16,0.009900093,16,16,0.53301287,,,,
817,16,17,0.014478937,16,17,0.7498289,,,,
818,16,18,0.0076104105,16,18,0.40647867,,,,
819,16,19,0.008740351,16,19,0.21275043,,,,
820,16,20,0.020067587,16,20,0.599411,,,,
821,16,21,0.00031076372,16,21,-2.0976717,,,,
822,16,22,8.365512e-05,16,22,-3.2881691,,,,
823,16,23,0.000103875995,16,23,-2.7749813,,,,
824,16,24,0.00012998283,16,24,-2.479796,,,,
825,16,25,0.00018031895,16,25,-1.9465553,,,,
826,16,26,0.00020186603,16,26,-1.7709131,,,,
827,16,27,0.00041350722,16,27,-0.90518314,,,,
828,16,28,0.00040502846,16,28,-0.4326799,,,,
829,16,29,0.0015084445,16,29,1.2739304,,,,
830,16,30,0.012226313,16,30,2.0104246,,,,
831,16,31,0.0025602728,16,31,0.30721095,,,,
832,16,32,0.0020977855,16,32,0.2155434,,,,
833,16,33,0.0041128844,16,33,0.61872196,,,,
834,16,34,0.0035757571,16,34,0.59799314,,,,
835,16,35,0.0020079166,16,35,0.32758233,,,,
836,16,36,0.002404809,16,36,0.429915,,,,
837,16,37,0.0073594153,16,37,1.0928259,,,,
838,16,38,0.0018020868,16,38,0.47009444,,,,
839,16,39,0.0020614117,16,39,0.8713896,,,,
840,16,40,0.0019494593,16,40,0.4315903,,,,
841,16,41,0.0015698373,16,41,0.46438798,,,,
842,16,42,0.0010171086,16,42,0.66088486,,,,
843,16,43,0.0010768771,16,43,-0.2675646,,,,
844,16,44,0.0008210093,16,44,-1.2653987,,,,
845,16,45,0.0005078465,16,45,-2.0151093,,,,
846,16,46,0.0007458329,16,46,-1.1694653,,,,
847,16,47,0.00079870224,16,47,-0.7409118,,,,
848,16,48,0.00072719157,16,48,-0.69682634,,,,
849,16,49,0.00040759146,16,49,-1.2195579,,,,
850,17,0,1.5541911e-05,17,0,-1.2944869,,,,
851,17,1,2.4229288e-05,17,1,-1.3430732,,,,
852,17,2,5.0276518e-05,17,2,-1.2713311,,,,
853,17,3,0.00019836426,17,3,-1.0821623,,,,
854,17,4,0.0002680421,17,4,-1.0280864,,,,
855,17,5,3.1009316e-05,17,5,-1.566055,,,,
856,17,6,0.00018647313,17,6,-1.1573653,,,,
857,17,7,0.0011052489,17,7,-0.655918,,,,
858,17,8,0.00093227625,17,8,-0.777601,,,,
859,17,9,0.00020357966,17,9,-0.9592703,,,,
860,17,10,0.0006700754,17,10,-0.91471714,,,,
861,17,11,0.0005335361,17,11,-1.213346,,,,
862,17,12,0.00043438375,17,12,-1.3728422,,,,
863,17,13,0.011779547,17,13,-0.047663435,,,,
864,17,14,0.012525335,17,14,0.26859644,,,,
865,17,15,0.0058552474,17,15,0.055478215,,,,
866,17,16,0.010042369,17,16,0.26655287,,,,
867,17,17,0.014727727,17,17,0.44353136,,,,
868,17,18,0.007841259,17,18,0.27317068,,,,
869,17,19,0.009263307,17,19,0.20739652,,,,
870,17,20,0.02115655,17,20,0.45487317,,,,
871,17,21,0.00026726723,17,21,-2.2141085,,,,
872,17,22,8.389354e-05,17,22,-3.0633092,,,,
873,17,23,0.00013290346,17,23,-2.3241997,,,,
874,17,24,0.0001758933,17,24,-1.8634136,,,,
875,17,25,0.00022473931,17,25,-1.3770617,,,,
876,17,26,0.00024032593,17,26,-1.2846763,,,,
877,17,27,0.00049467385,17,27,-0.4658707,,,,
878,17,28,0.0003593266,17,28,-0.68425065,,,,
879,17,29,0.0013462454,17,29,0.7995479,,,,
880,17,30,0.012337893,17,30,1.1676735,,,,
881,17,31,0.0026075095,17,31,-0.16641742,,,,
882,17,32,0.002137795,17,32,-0.21476316,,,,
883,17,33,0.004273325,17,33,0.17512001,,,,
884,17,34,0.0037094057,17,34,0.1859168,,,,
885,17,35,0.0020445883,17,35,-0.056191232,,,,
886,17,36,0.0024397075,17,36,-0.0008909002,,,,
887,17,37,0.0076407045,17,37,0.608375,,,,
888,17,38,0.0017765015,17,38,0.1497368,,,,
889,17,39,0.0019718558,17,39,0.5150534,,,,
890,17,40,0.0019072741,17,40,0.28364477,,,,
891,17,41,0.0015310347,17,41,0.22223675,,,,
892,17,42,0.0009353608,17,42,0.24110995,,,,
893,17,43,0.0011551678,17,43,-0.11313247,,,,
894,17,44,0.0009843558,17,44,-0.7497909,,,,
895,17,45,0.00074128807,17,45,-1.1417668,,,,
896,17,46,0.0009956807,17,46,-0.38051713,,,,
897,17,47,0.0010485947,17,47,0.12716357,,,,
898,17,48,0.001016587,17,48,0.39103046,,,,
899,17,49,0.00056789815,17,49,-0.5498574,,,,
900,18,0,3.7670135e-05,18,0,-1.3031765,,,,
901,18,1,4.1931868e-05,18,1,-1.3852956,,,,
902,18,2,6.54161e-05,18,2,-1.2827135,,,,
903,18,3,0.00020125508,18,3,-1.0243636,,,,
904,18,4,0.0002707094,18,4,-0.9987793,,,,
905,18,5,3.8594007e-05,18,5,-1.6499809,,,,
906,18,6,0.00022394955,18,6,-1.0307875,,,,
907,18,7,0.0012102574,18,7,-0.41282007,,,,
908,18,8,0.0010321289,18,8,-0.531766,,,,
909,18,9,0.00021781027,18,9,-0.8818233,,,,
910,18,10,0.0006245971,18,10,-0.93786496,,,,
911,18,11,0.00045116246,18,11,-1.394252,,,,
912,18,12,0.00042174757,18,12,-1.2606096,,,,
913,18,13,0.011714056,18,13,-0.14538679,,,,
914,18,14,0.0123669505,18,14,0.066042006,,,,
915,18,15,0.0057424307,18,15,-0.10038691,,,,
916,18,16,0.009885445,18,16,0.072222255,,,,
917,18,17,0.014547497,18,17,0.23506583,,,,
918,18,18,0.0077722967,18,18,0.16732188,,,,
919,18,19,0.009371236,18,19,0.21719824,,,,
920,18,20,0.021389648,18,20,0.41495693,,,,
921,18,21,0.0002860874,18,21,-1.9712578,,,,
922,18,22,8.544326e-05,18,22,-2.8339534,,,,
923,18,23,0.00012642145,18,23,-2.119884,,,,
924,18,24,0.00016580522,18,24,-1.6607745,,,,
925,18,25,0.00020809472,18,25,-1.2253028,,,,
926,18,26,0.00021572411,18,26,-1.2284155,,,,
927,18,27,0.00042016804,18,27,-0.7013431,,,,
928,18,28,0.00022546947,18,28,-1.397362,,,,
929,18,29,0.0010256469,18,29,-0.11455857,,,,
930,18,30,0.012046918,18,30,0.7216735,,,,
931,18,31,0.0025531203,18,31,-0.49258894,,,,
932,18,32,0.0020755827,18,32,-0.5623662,,,,
933,18,33,0.0041788667,18,33,-0.18973038,,,,
934,18,34,0.0036093593,18,34,-0.16650265,,,,
935,18,35,0.0019540489,18,35,-0.41114005,,,,
936,18,36,0.002323702,18,36,-0.4058374,,,,
937,18,37,0.0074433535,18,37,0.20491152,,,,
938,18,38,0.0017899275,18,38,0.31487802,,,,
939,18,39,0.0019423813,18,39,0.6436379,,,,
940,18,40,0.0018855929,18,40,0.29441547,,,,
941,18,41,0.0015197247,18,41,0.16796024,,,,
942,18,42,0.00088475645,18,42,0.06898415,,,,
943,18,43,0.0010232925,18,43,-0.5050911,,,,
944,18,44,0.00092948973,18,44,-0.91397065,,,,
945,18,45,0.00076794624,18,45,-1.2638489,,,,
946,18,46,0.0009293407,18,46,-0.7227935,,,,
947,18,47,0.00092568994,18,47,-0.34253648,,,,
948,18,48,0.0007905364,18,48,-0.45331952,,,,
949,18,49,0.0003877133,18,49,-1.3346756,,,,
950,19,0,1.9416213e-05,19,0,-1.2743325,,,,
951,19,1,3.2767653e-05,19,1,-1.2266524,,,,
952,19,2,5.4970384e-05,19,2,-1.1556243,,,,
953,19,3,0.000197649,19,3,-0.77670354,,,,
954,19,4,0.00026078522,19,4,-0.76211876,,,,
955,19,5,4.4733286e-05,19,5,-1.3854613,,,,
956,19,6,0.000249058,19,6,-0.7712534,,,,
957,19,7,0.0012290329,19,7,-0.24047324,,,,
958,19,8,0.0010621101,19,8,-0.33840787,,,,
959,19,9,0.00026120245,19,9,-0.64123666,,,,
960,19,10,0.00067704916,19,10,-0.63043964,,,,
961,19,11,0.00048950315,19,11,-1.1079342,,,,
962,19,12,0.00040313601,19,12,-1.0370535,,,,
963,19,13,0.011543363,19,13,-0.19825605,,,,
964,19,14,0.012253121,19,14,0.045365606,,,,
965,19,15,0.0056732744,19,15,-0.08647837,,,,
966,19,16,0.009791896,19,16,0.07447927,,,,
967,19,17,0.014417842,19,17,0.22627062,,,,
968,19,18,0.0076577812,19,18,0.15696937,,,,
969,19,19,0.009220868,19,19,0.18926522,,,,
970,19,20,0.02111283,19,20,0.36007136,,,,
971,19,21,0.00032947958,19,21,-1.4881607,,,,
972,19,22,6.592274e-05,19,22,-2.3323765,,,,
973,19,23,8.34465e-05,19,23,-1.882781,,,,
974,19,24,0.00010617077,19,24,-1.6194025,,,,
975,19,25,0.00014419854,19,25,-1.2247235,,,,
976,19,26,0.00014482439,19,26,-1.3174996,,,,
977,19,27,0.000293836,19,27,-1.154825,,,,
978,19,28,0.00015439093,19,28,-1.7327384,,,,
979,19,29,0.0008752644,19,29,-0.5355356,,,,
980,19,30,0.011948988,19,30,0.923951,,,,
981,19,31,0.0025753826,19,31,-0.23875858,,,,
982,19,32,0.0021018386,19,32,-0.2806933,,,,
983,19,33,0.0041986704,19,33,0.10336201,,,,
984,19,34,0.0036194026,19,34,0.119394556,,,,
985,19,35,0.0019560903,19,35,-0.16973278,,,,
986,19,36,0.0023223013,19,36,-0.20638552,,,,
987,19,37,0.007433027,19,37,0.48394927,,,,
988,19,38,0.0017664433,19,38,0.58179307,,,,
989,19,39,0.0018503517,19,39,0.64187163,,,,
990,19,40,0.0018171519,19,40,0.34716386,,,,
991,19,41,0.0014734268,19,41,0.32581815,,,,
992,19,42,0.00081166625,19,42,0.14585465,,,,
993,19,43,0.000935629,19,43,-0.5318998,,,,
994,19,44,0.0009043515,19,44,-0.75979704,,,,
995,19,45,0.0006979704,19,45,-1.3053468,,,,
996,19,46,0.0007622689,19,46,-1.1232338,,,,
997,19,47,0.00074221194,19,47,-0.7977146,,,,
998,19,48,0.00057177246,19,48,-1.0997996,,,,
999,19,49,0.00022238493,19,49,-2.0036845,,,,
1000,20,0,1.3902783e-05,20,0,-1.2667366,,,,
1001,20,1,2.5212765e-05,20,1,-1.3049624,,,,
1002,20,2,3.4719706e-05,20,2,-1.3644054,,,,
1003,20,3,0.00017480552,20,3,-1.0042392,,,,
1004,20,4,0.00021992624,20,4,-1.1182503,,,,
1005,20,5,4.580617e-05,20,5,-1.415524,,,,
1006,20,6,0.00030991435,20,6,-0.63714594,,,,
1007,20,7,0.0012225509,20,7,-0.28293252,,,,
1008,20,8,0.0010849833,20,8,-0.3264488,,,,
1009,20,9,0.00037674606,20,9,-0.41593325,,,,
1010,20,10,0.00082589686,20,10,-0.3449077,,,,
1011,20,11,0.0006329119,20,11,-0.7407337,,,,
1012,20,12,0.0003721416,20,12,-1.2679595,,,,
1013,20,13,0.011111364,20,13,-0.33456975,,,,
1014,20,14,0.0120973885,20,14,0.14055148,,,,
1015,20,15,0.005608171,20,15,-0.040012658,,,,
1016,20,16,0.00964953,20,16,0.1546323,,,,
1017,20,17,0.0141494125,20,17,0.30975023,,,,
1018,20,18,0.007466167,20,18,0.18280077,,,,
1019,20,19,0.008812889,20,19,0.18199638,,,,
1020,20,20,0.020543873,20,20,0.52650326,,,,
1021,20,21,0.00080029666,20,21,-0.81278795,,,,
1022,20,22,0.00010551512,20,22,-2.1998134,,,,
1023,20,23,7.162988e-05,20,23,-2.010979,,,,
1024,20,24,8.2850456e-05,20,24,-1.8229332,,,,
1025,20,25,0.0001232326,20,25,-1.678476,,,,
1026,20,26,0.00013035536,20,26,-1.7335722,,,,
1027,20,27,0.00023111701,20,27,-1.6096983,,,,
1028,20,28,0.00024464726,20,28,-1.8613559,,,,
1029,20,29,0.00093634427,20,29,-1.19457,,,,
1030,20,30,0.01108183,20,30,0.56480336,,,,
1031,20,31,0.0023436397,20,31,-0.43087336,,,,
1032,20,32,0.0019236058,20,32,-0.43101954,,,,
1033,20,33,0.0038425326,20,33,-0.077850886,,,,
1034,20,34,0.003315255,20,34,-0.06098403,,,,
1035,20,35,0.0017899126,20,35,-0.3323406,,,,
1036,20,36,0.0021189153,20,36,-0.3577236,,,,
1037,20,37,0.0068317205,20,37,0.36710146,,,,
1038,20,38,0.0016861707,20,38,0.5138569,,,,
1039,20,39,0.001850158,20,39,0.6705079,,,,
1040,20,40,0.0017918348,20,40,0.3808799,,,,
1041,20,41,0.00129354,20,41,-0.023752443,,,,
1042,20,42,0.0006711036,20,42,-0.3483423,,,,
1043,20,43,0.00083625317,20,43,-0.8545998,,,,
1044,20,44,0.00086557865,20,44,-0.80579144,,,,
1045,20,45,0.00065658987,20,45,-1.3218018,,,,
1046,20,46,0.00073702633,20,46,-1.1418929,,,,
1047,20,47,0.00076682866,20,47,-0.5559588,,,,
1048,20,48,0.0006108582,20,48,-0.79167575,,,,
1049,20,49,0.00032563508,20,49,-1.2682275,,,,
1050,21,0,0.00057668984,21,0,0.89373225,,,,
1051,21,1,0.00045593083,21,1,0.26600802,,,,
1052,21,2,0.00033530593,21,2,-0.5388923,,,,
1053,21,3,6.836653e-05,21,3,-1.9265676,,,,
1054,21,4,7.905066e-05,21,4,-2.0436404,,,,
1055,21,5,0.00054071844,21,5,0.5002207,,,,
1056,21,6,0.001212284,21,6,1.7880663,,,,
1057,21,7,0.0019780993,21,7,0.76353484,,,,
1058,21,8,0.0021858364,21,8,1.0422158,,,,
1059,21,9,0.0016603917,21,9,1.9240638,,,,
1060,21,10,0.0021037161,21,10,1.8117594,,,,
1061,21,11,0.0018671453,21,11,1.8136249,,,,
1062,21,12,0.000913322,21,12,0.28892416,,,,
1063,21,13,0.010175943,21,13,0.08304461,,,,
1064,21,14,0.011206597,21,14,0.49106985,,,,
1065,21,15,0.005345002,21,15,0.32431296,,,,
1066,21,16,0.0088218,21,16,0.34860215,,,,
1067,21,17,0.012590855,21,17,0.3442473,,,,
1068,21,18,0.006557107,21,18,0.20886804,,,,
1069,21,19,0.00725396,21,19,0.31888098,,,,
1070,21,20,0.019881725,21,20,1.092697,,,,
1071,21,21,0.003935218,21,21,-0.47555745,,,,
1072,21,22,0.0008958131,21,22,-1.2423756,,,,
1073,21,23,0.00090153515,21,23,-0.65166336,,,,
1074,21,24,0.0011029989,21,24,-0.38738316,,,,
1075,21,25,0.000739336,21,25,-0.3887136,,,,
1076,21,26,0.0007250458,21,26,-0.38875306,,,,
1077,21,27,0.0017694533,21,27,-0.32168633,,,,
1078,21,28,0.0028162152,21,28,-0.43892574,,,,
1079,21,29,0.004290387,21,29,-0.5025568,,,,
1080,21,30,0.008135855,21,30,1.0044272,,,,
1081,21,31,0.0018988252,21,31,0.3922326,,,,
1082,21,32,0.0016372055,21,32,0.44133297,,,,
1083,21,33,0.0028832406,21,33,0.5669502,,,,
1084,21,34,0.002540499,21,34,0.5764085,,,,
1085,21,35,0.001594305,21,35,0.5918394,,,,
1086,21,36,0.0018233359,21,36,0.56597584,,,,
1087,21,37,0.0050401688,21,37,0.97449803,,,,
1088,21,38,0.0016057342,21,38,0.8616722,,,,
1089,21,39,0.0012643486,21,39,-0.4428677,,,,
1090,21,40,0.0012311041,21,40,-0.57862985,,,,
1091,21,41,0.0011008382,21,41,-0.39393747,,,,
1092,21,42,0.0007612705,21,42,-0.48856387,,,,
1093,21,43,0.0010476857,21,43,-0.39879358,,,,
1094,21,44,0.0011708438,21,44,0.004751307,,,,
1095,21,45,0.0007943213,21,45,-0.92844844,,,,
1096,21,46,0.00090807676,21,46,-0.22628632,,,,
1097,21,47,0.00091171265,21,47,0.13458993,,,,
1098,21,48,0.0009327531,21,48,0.25565198,,,,
1099,21,49,0.0008581579,21,49,0.017607834,,,,
1100,22,0,0.01442574,22,0,1.4710242,,,,
1101,22,1,0.0117286295,22,1,-0.1254362,,,,
1102,22,2,0.010519505,22,2,-0.78870857,,,,
1103,22,3,0.008178607,22,3,-1.6652372,,,,
1104,22,4,0.008329451,22,4,-1.4182703,,,,
1105,22,5,0.011505738,22,5,-0.020116657,,,,
1106,22,6,0.013805717,22,6,0.8329211,,,,
1107,22,7,0.015332058,22,7,0.61670417,,,,
1108,22,8,0.018091485,22,8,1.1674329,,,,
1109,22,9,0.017632365,22,9,1.4202709,,,,
