,visual parameter label,visual parameter value,xticks,yticks,ax_00_0_imshow_row,ax_00_0_imshow_col,ax_00_0_imshow_value,preserved 0,ax_01_0_imshow_row,ax_01_0_imshow_col,ax_01_0_imshow_value,ax_02_0_imshow_row,ax_02_0_imshow_col,ax_02_0_imshow_value,ax_04_0_bar_x,ax_04_0_bar_y,ax_05_0_bar_x,ax_05_0_bar_y
595,,,,,11,45,0.002397418,NONE_STR,11,45,0.0004953146,11,45,-0.0019021034,,,,
596,,,,,11,46,0.0025411844,NONE_STR,11,46,0.0002632141,11,46,-0.0022779703,,,,
597,,,,,11,47,0.0023671985,NONE_STR,11,47,0.0042999983,11,47,0.0019327998,,,,
598,,,,,11,48,0.0021526814,NONE_STR,11,48,0.00027412176,11,48,-0.0018785596,,,,
599,,,,,11,49,0.0022009015,NONE_STR,11,49,0.00017768145,11,49,-0.00202322,,,,
600,,,,,12,0,0.00012522936,NONE_STR,12,0,0.00016796589,12,0,4.273653e-05,,,,
601,,,,,12,1,0.00024235249,NONE_STR,12,1,0.0019381046,12,1,0.0016957521,,,,
602,,,,,12,2,0.00035208464,NONE_STR,12,2,0.00019037724,12,2,-0.0001617074,,,,
603,,,,,12,3,0.00039428473,NONE_STR,12,3,0.00043982267,12,3,4.553795e-05,,,,
604,,,,,12,4,0.0004336238,NONE_STR,12,4,0.0006541014,12,4,0.00022047758,,,,
605,,,,,12,5,0.00035619736,NONE_STR,12,5,0.0010354519,12,5,0.00067925453,,,,
606,,,,,12,6,0.0006968379,NONE_STR,12,6,0.0010629892,12,6,0.00036615133,,,,
607,,,,,12,7,0.00089234114,NONE_STR,12,7,0.00067055225,12,7,-0.00022178888,,,,
608,,,,,12,8,0.0003272891,NONE_STR,12,8,0.00019037724,12,8,-0.00013691187,,,,
609,,,,,12,9,0.00042301416,NONE_STR,12,9,0.00048345327,12,9,6.043911e-05,,,,
610,,,,,12,10,0.00049465895,NONE_STR,12,10,0.0013512969,12,10,0.00085663795,,,,
611,,,,,12,11,0.00076282024,NONE_STR,12,11,0.00049358606,12,11,-0.00026923418,,,,
612,,,,,12,12,0.0006993413,NONE_STR,12,12,0.014285147,12,12,0.013585806,,,,
613,,,,,12,13,0.0006529093,NONE_STR,12,13,0.0049027205,12,13,0.004249811,,,,
614,,,,,12,14,0.0009558797,NONE_STR,12,14,0.00044965744,12,14,-0.00050622225,,,,
615,,,,,12,15,0.0014582872,NONE_STR,12,15,0.0010893345,12,15,-0.00036895275,,,,
616,,,,,12,16,0.002243638,NONE_STR,12,16,0.003572166,12,16,0.0013285279,,,,
617,,,,,12,17,0.0019659996,NONE_STR,12,17,0.0013534427,12,17,-0.00061255693,,,,
618,,,,,12,18,0.0012777448,NONE_STR,12,18,0.0013460517,12,18,6.830692e-05,,,,
619,,,,,12,19,0.001196146,NONE_STR,12,19,0.0009915829,12,19,-0.00020456314,,,,
620,,,,,12,20,0.001585722,NONE_STR,12,20,0.0005040169,12,20,-0.0010817051,,,,
621,,,,,12,21,0.0012202263,NONE_STR,12,21,0.00086957216,12,21,-0.00035065413,,,,
622,,,,,12,22,0.0012900829,NONE_STR,12,22,0.00020986795,12,22,-0.001080215,,,,
623,,,,,12,23,0.0013689399,NONE_STR,12,23,0.00045639277,12,23,-0.0009125471,,,,
624,,,,,12,24,0.0013560057,NONE_STR,12,24,0.0032861233,12,24,0.0019301176,,,,
625,,,,,12,25,0.001330018,NONE_STR,12,25,0.00063055754,12,25,-0.0006994605,,,,
626,,,,,12,26,0.0012487173,NONE_STR,12,26,0.0013129711,12,26,6.425381e-05,,,,
627,,,,,12,27,0.0015042424,NONE_STR,12,27,0.0005592704,12,27,-0.00094497204,,,,
628,,,,,12,28,0.0017595291,NONE_STR,12,28,0.0010935068,12,28,-0.0006660223,,,,
629,,,,,12,29,0.0015513897,NONE_STR,12,29,0.004324317,12,29,0.0027729273,,,,
630,,,,,12,30,0.0032343864,NONE_STR,12,30,0.0006824732,12,30,-0.0025519133,,,,
631,,,,,12,31,0.0013130307,NONE_STR,12,31,0.0007305145,12,31,-0.0005825162,,,,
632,,,,,12,32,0.0013418794,NONE_STR,12,32,0.00046539307,12,32,-0.0008764863,,,,
633,,,,,12,33,0.0014446974,NONE_STR,12,33,0.007231474,12,33,0.0057867765,,,,
634,,,,,12,34,0.0013644099,NONE_STR,12,34,0.003913045,12,34,0.002548635,,,,
635,,,,,12,35,0.0012087822,NONE_STR,12,35,0.0020399094,12,35,0.00083112717,,,,
636,,,,,12,36,0.0011361837,NONE_STR,12,36,0.00025051832,12,36,-0.0008856654,,,,
637,,,,,12,37,0.0017468929,NONE_STR,12,37,0.013190687,12,37,0.011443794,,,,
638,,,,,12,38,0.001982808,NONE_STR,12,38,0.0005683303,12,38,-0.0014144778,,,,
639,,,,,12,39,0.0036084652,NONE_STR,12,39,0.0010758042,12,39,-0.002532661,,,,
640,,,,,12,40,0.0034880638,NONE_STR,12,40,0.0005823374,12,40,-0.0029057264,,,,
641,,,,,12,41,0.0025465488,NONE_STR,12,41,0.0007009506,12,41,-0.0018455982,,,,
642,,,,,12,42,0.0020812154,NONE_STR,12,42,0.0005596876,12,42,-0.0015215278,,,,
643,,,,,12,43,0.0019273758,NONE_STR,12,43,0.00040119886,12,43,-0.0015261769,,,,
644,,,,,12,44,0.0019604564,NONE_STR,12,44,0.0012226105,12,44,-0.0007378459,,,,
645,,,,,12,45,0.002591908,NONE_STR,12,45,0.002062261,12,45,-0.0005296469,,,,
646,,,,,12,46,0.0026438832,NONE_STR,12,46,0.005826056,12,46,0.0031821728,,,,
647,,,,,12,47,0.0025770068,NONE_STR,12,47,0.00039970875,12,47,-0.002177298,,,,
648,,,,,12,48,0.0023540258,NONE_STR,12,48,0.0011026859,12,48,-0.0012513399,,,,
649,,,,,12,49,0.0023337007,NONE_STR,12,49,0.0004208684,12,49,-0.0019128323,,,,
650,,,,,13,0,0.00024217367,NONE_STR,13,0,0.00047016144,13,0,0.00022798777,,,,
651,,,,,13,1,0.0010433793,NONE_STR,13,1,0.001478672,13,1,0.00043529272,,,,
652,,,,,13,2,0.001214385,NONE_STR,13,2,0.0001680851,13,2,-0.0010462999,,,,
653,,,,,13,3,0.0014169812,NONE_STR,13,3,0.00064760447,13,3,-0.00076937675,,,,
654,,,,,13,4,0.0016538501,NONE_STR,13,4,0.000831306,13,4,-0.0008225441,,,,
655,,,,,13,5,0.0011540055,NONE_STR,13,5,0.0008004308,13,5,-0.00035357475,,,,
656,,,,,13,6,0.0013152361,NONE_STR,13,6,0.0011911392,13,6,-0.00012409687,,,,
657,,,,,13,7,0.0014737248,NONE_STR,13,7,0.0006234646,13,7,-0.00085026026,,,,
658,,,,,13,8,0.0009584427,NONE_STR,13,8,0.00056141615,13,8,-0.00039702654,,,,
659,,,,,13,9,0.000826776,NONE_STR,13,9,0.0019363761,13,9,0.0011096001,,,,
660,,,,,13,10,0.0010135174,NONE_STR,13,10,0.0014727116,13,10,0.00045919418,,,,
661,,,,,13,11,0.0011894703,NONE_STR,13,11,0.0006660223,13,11,-0.000523448,,,,
662,,,,,13,12,0.0013588667,NONE_STR,13,12,0.0009636283,13,12,-0.0003952384,,,,
663,,,,,13,13,0.0012384653,NONE_STR,13,13,0.00079387426,13,13,-0.00044459105,,,,
664,,,,,13,14,0.0010604262,NONE_STR,13,14,0.00065511465,13,14,-0.00040531158,,,,
665,,,,,13,15,0.0017322302,NONE_STR,13,15,0.0012554526,13,15,-0.00047677755,,,,
666,,,,,13,16,0.0024871826,NONE_STR,13,16,0.0007584095,13,16,-0.0017287731,,,,
667,,,,,13,17,0.0022426844,NONE_STR,13,17,0.001508832,13,17,-0.0007338524,,,,
668,,,,,13,18,0.002547264,NONE_STR,13,18,0.0016316772,13,18,-0.00091558695,,,,
669,,,,,13,19,0.0024718046,NONE_STR,13,19,0.0009368658,13,19,-0.0015349388,,,,
670,,,,,13,20,0.0034863353,NONE_STR,13,20,0.0003349185,13,20,-0.0031514168,,,,
671,,,,,13,21,0.0026856065,NONE_STR,13,21,0.0010926127,13,21,-0.0015929937,,,,
672,,,,,13,22,0.0026666522,NONE_STR,13,22,0.00045609474,13,22,-0.0022105575,,,,
673,,,,,13,23,0.0028791428,NONE_STR,13,23,0.000621438,13,23,-0.0022577047,,,,
674,,,,,13,24,0.002919376,NONE_STR,13,24,0.0006969571,13,24,-0.0022224188,,,,
675,,,,,13,25,0.0027564764,NONE_STR,13,25,0.00041556358,13,25,-0.0023409128,,,,
676,,,,,13,26,0.0026376247,NONE_STR,13,26,0.0009786487,13,26,-0.0016589761,,,,
677,,,,,13,27,0.0033858418,NONE_STR,13,27,0.00068974495,13,27,-0.002696097,,,,
678,,,,,13,28,0.0035952926,NONE_STR,13,28,0.0010228157,13,28,-0.0025724769,,,,
679,,,,,13,29,0.0031245947,NONE_STR,13,29,0.00066679716,13,29,-0.0024577975,,,,
680,,,,,13,30,0.003409028,NONE_STR,13,30,0.0006454587,13,30,-0.0027635694,,,,
681,,,,,13,31,0.0023712516,NONE_STR,13,31,0.0007290244,13,31,-0.0016422272,,,,
682,,,,,13,32,0.0024485588,NONE_STR,13,32,0.00034832954,13,32,-0.0021002293,,,,
683,,,,,13,33,0.0023357272,NONE_STR,13,33,0.00084120035,13,33,-0.0014945269,,,,
684,,,,,13,34,0.0023456216,NONE_STR,13,34,0.0007497072,13,34,-0.0015959144,,,,
685,,,,,13,35,0.0023323894,NONE_STR,13,35,0.001799047,13,35,-0.00053334236,,,,
686,,,,,13,36,0.0022577643,NONE_STR,13,36,0.00014710426,13,36,-0.00211066,,,,
687,,,,,13,37,0.0027812123,NONE_STR,13,37,0.0009472966,13,37,-0.0018339157,,,,
688,,,,,13,38,0.004007399,NONE_STR,13,38,0.0006554723,13,38,-0.0033519268,,,,
689,,,,,13,39,0.005234778,NONE_STR,13,39,0.0011255145,13,39,-0.0041092634,,,,
690,,,,,13,40,0.0045613647,NONE_STR,13,40,0.0008942485,13,40,-0.0036671162,,,,
691,,,,,13,41,0.0038830042,NONE_STR,13,41,0.00065624714,13,41,-0.003226757,,,,
692,,,,,13,42,0.0035095215,NONE_STR,13,42,0.00092828274,13,42,-0.0025812387,,,,
693,,,,,13,43,0.0032277107,NONE_STR,13,43,0.00020712614,13,43,-0.0030205846,,,,
694,,,,,13,44,0.0029786825,NONE_STR,13,44,0.0008530617,13,44,-0.0021256208,,,,
695,,,,,13,45,0.0031947494,NONE_STR,13,45,0.0010048747,13,45,-0.0021898746,,,,
696,,,,,13,46,0.0035598874,NONE_STR,13,46,0.000813663,13,46,-0.0027462244,,,,
697,,,,,13,47,0.0036938787,NONE_STR,13,47,0.00063836575,13,47,-0.003055513,,,,
698,,,,,13,48,0.00380373,NONE_STR,13,48,0.0011140108,13,48,-0.0026897192,,,,
699,,,,,13,49,0.004143834,NONE_STR,13,49,0.0011261106,13,49,-0.0030177236,,,,
700,,,,,14,0,6.771088e-05,NONE_STR,14,0,4.9829483e-05,14,0,-1.7881393e-05,,,,
701,,,,,14,1,0.00010097027,NONE_STR,14,1,0.00034493208,14,1,0.00024396181,,,,
702,,,,,14,2,0.00022125244,NONE_STR,14,2,0.00011789799,14,2,-0.000103354454,,,,
703,,,,,14,3,0.00027698278,NONE_STR,14,3,0.003886819,14,3,0.003609836,,,,
704,,,,,14,4,0.0007814765,NONE_STR,14,4,7.492304e-05,14,4,-0.00070655346,,,,
705,,,,,14,5,0.0004106164,NONE_STR,14,5,0.0002758503,14,5,-0.0001347661,,,,
706,,,,,14,6,0.00021249056,NONE_STR,14,6,0.0001385212,14,6,-7.3969364e-05,,,,
707,,,,,14,7,8.761883e-05,NONE_STR,14,7,8.08239e-05,14,7,-6.7949295e-06,,,,
708,,,,,14,8,0.0005519986,NONE_STR,14,8,0.00019526482,14,8,-0.0003567338,,,,
709,,,,,14,9,0.00058048964,NONE_STR,14,9,0.00016331673,14,9,-0.0004171729,,,,
710,,,,,14,10,0.00031793118,NONE_STR,14,10,0.00026476383,14,10,-5.3167343e-05,,,,
711,,,,,14,11,0.0003851056,NONE_STR,14,11,9.125471e-05,14,11,-0.0002938509,,,,
712,,,,,14,12,0.00048738718,NONE_STR,14,12,0.00047677755,14,12,-1.0609627e-05,,,,
713,,,,,14,13,0.00038069487,NONE_STR,14,13,0.00016450882,14,13,-0.00021618605,,,,
714,,,,,14,14,0.0005463958,NONE_STR,14,14,0.005313933,14,14,0.004767537,,,,
715,,,,,14,15,0.0005289316,NONE_STR,14,15,0.0007599592,14,15,0.0002310276,,,,
716,,,,,14,16,0.0006220937,NONE_STR,14,16,0.00013971329,14,16,-0.0004823804,,,,
717,,,,,14,17,0.00040864944,NONE_STR,14,17,0.00090652704,14,17,0.0004978776,,,,
718,,,,,14,18,0.00065648556,NONE_STR,14,18,0.0009881854,14,18,0.00033169985,,,,
719,,,,,14,19,0.00060737133,NONE_STR,14,19,0.00027418137,14,19,-0.00033318996,,,,
720,,,,,14,20,0.0012074709,NONE_STR,14,20,0.00015169382,14,20,-0.0010557771,,,,
721,,,,,14,21,0.0009071827,NONE_STR,14,21,0.0022118092,14,21,0.0013046265,,,,
722,,,,,14,22,0.00077718496,NONE_STR,14,22,5.3942204e-05,14,22,-0.00072324276,,,,
723,,,,,14,23,0.00094664097,NONE_STR,14,23,0.008985817,14,23,0.008039176,,,,
724,,,,,14,24,0.0010060072,NONE_STR,14,24,0.00013297796,14,24,-0.00087302923,,,,
725,,,,,14,25,0.00079607964,NONE_STR,14,25,0.00019836426,14,25,-0.0005977154,,,,
726,,,,,14,26,0.00071263313,NONE_STR,14,26,0.0018857121,14,26,0.001173079,,,,
727,,,,,14,27,0.0012077689,NONE_STR,14,27,8.016825e-05,14,27,-0.0011276007,,,,
728,,,,,14,28,0.0013035536,NONE_STR,14,28,0.0002824068,14,28,-0.0010211468,,,,
729,,,,,14,29,0.0015480518,NONE_STR,14,29,0.0001578927,14,29,-0.0013901591,,,,
730,,,,,14,30,0.0014559627,NONE_STR,14,30,0.014268637,14,30,0.012812674,,,,
731,,,,,14,31,0.00059068203,NONE_STR,14,31,0.02767831,14,31,0.027087629,,,,
732,,,,,14,32,0.0006043911,NONE_STR,14,32,0.00016283989,14,32,-0.0004415512,,,,
733,,,,,14,33,0.00062030554,NONE_STR,14,33,0.00020676851,14,33,-0.00041353703,,,,
734,,,,,14,34,0.00061130524,NONE_STR,14,34,0.00014358759,14,34,-0.00046771765,,,,
735,,,,,14,35,0.0005736351,NONE_STR,14,35,0.00028169155,14,35,-0.00029194355,,,,
736,,,,,14,36,0.00055783987,NONE_STR,14,36,0.00016891956,14,36,-0.0003889203,,,,
737,,,,,14,37,0.0010066628,NONE_STR,14,37,0.00042653084,14,37,-0.000580132,,,,
738,,,,,14,38,0.001087606,NONE_STR,14,38,6.598234e-05,14,38,-0.0010216236,,,,
739,,,,,14,39,0.0015528202,NONE_STR,14,39,0.00042003393,14,39,-0.0011327863,,,,
740,,,,,14,40,0.0021508336,NONE_STR,14,40,0.010246873,14,40,0.008096039,,,,
741,,,,,14,41,0.0015680194,NONE_STR,14,41,0.00019878149,14,41,-0.0013692379,,,,
742,,,,,14,42,0.0014840364,NONE_STR,14,42,0.00013810396,14,42,-0.0013459325,,,,
743,,,,,14,43,0.0019489527,NONE_STR,14,43,0.0001450181,14,43,-0.0018039346,,,,
744,,,,,14,44,0.0019114017,NONE_STR,14,44,0.02194786,14,44,0.020036459,,,,
745,,,,,14,45,0.0016723275,NONE_STR,14,45,0.00037765503,14,45,-0.0012946725,,,,
746,,,,,14,46,0.0018900037,NONE_STR,14,46,0.00021100044,14,46,-0.0016790032,,,,
747,,,,,14,47,0.0021252036,NONE_STR,14,47,0.004228294,14,47,0.0021030903,,,,
748,,,,,14,48,0.0021509528,NONE_STR,14,48,0.00018376112,14,48,-0.0019671917,,,,
749,,,,,14,49,0.0023411512,NONE_STR,14,49,0.000104784966,14,49,-0.0022363663,,,,
750,,,,,15,0,0.00089251995,NONE_STR,15,0,0.0026453733,15,0,0.0017528534,,,,
751,,,,,15,1,0.00046920776,NONE_STR,15,1,0.0034816265,15,1,0.0030124187,,,,
752,,,,,15,2,0.00041872263,NONE_STR,15,2,0.0032142997,15,2,0.002795577,,,,
753,,,,,15,3,0.00042062998,NONE_STR,15,3,0.0024980307,15,3,0.0020774007,,,,
754,,,,,15,4,0.0010405779,NONE_STR,15,4,0.0013026595,15,4,0.00026208162,,,,
755,,,,,15,5,0.00081533194,NONE_STR,15,5,0.0042012334,15,5,0.0033859015,,,,
756,,,,,15,6,0.00074386597,NONE_STR,15,6,0.0048339367,15,6,0.0040900707,,,,
757,,,,,15,7,0.00051420927,NONE_STR,15,7,0.00093078613,15,7,0.00041657686,,,,
758,,,,,15,8,0.00105685,NONE_STR,15,8,0.0029807687,15,8,0.0019239187,,,,
759,,,,,15,9,0.0010457635,NONE_STR,15,9,0.0028370619,15,9,0.0017912984,,,,
760,,,,,15,10,0.0005452633,NONE_STR,15,10,0.0051721334,15,10,0.00462687,,,,
761,,,,,15,11,0.0007008314,NONE_STR,15,11,0.00046390295,15,11,-0.00023692846,,,,
762,,,,,15,12,0.00082618,NONE_STR,15,12,0.003198862,15,12,0.002372682,,,,
763,,,,,15,13,0.001285553,NONE_STR,15,13,0.0025792718,15,13,0.0012937188,,,,
764,,,,,15,14,0.0015383959,NONE_STR,15,14,0.002651155,15,14,0.0011127591,,,,
765,,,,,15,15,0.0011484027,NONE_STR,15,15,0.0023940206,15,15,0.0012456179,,,,
766,,,,,15,16,0.00090390444,NONE_STR,15,16,0.002514124,15,16,0.0016102195,,,,
767,,,,,15,17,0.0007236004,NONE_STR,15,17,0.0027621388,15,17,0.0020385385,,,,
768,,,,,15,18,0.0007481575,NONE_STR,15,18,0.0018056631,15,18,0.0010575056,,,,
769,,,,,15,19,0.00044459105,NONE_STR,15,19,0.0044315457,15,19,0.0039869547,,,,
770,,,,,15,20,0.0010109544,NONE_STR,15,20,0.0024866462,15,20,0.0014756918,,,,
771,,,,,15,21,0.00082683563,NONE_STR,15,21,0.0033801794,15,21,0.0025533438,,,,
772,,,,,15,22,0.0006836653,NONE_STR,15,22,0.00076168776,15,22,7.802248e-05,,,,
773,,,,,15,23,0.0008844137,NONE_STR,15,23,0.0029021502,15,23,0.0020177364,,,,
774,,,,,15,24,0.00094628334,NONE_STR,15,24,0.0023112893,15,24,0.001365006,,,,
775,,,,,15,25,0.00069224834,NONE_STR,15,25,0.0023789406,15,25,0.0016866922,,,,
776,,,,,15,26,0.00064074993,NONE_STR,15,26,0.0029829144,15,26,0.0023421645,,,,
777,,,,,15,27,0.0012449026,NONE_STR,15,27,0.0005365014,15,27,-0.0007084012,,,,
778,,,,,15,28,0.00095158815,NONE_STR,15,28,0.0035715103,15,28,0.0026199222,,,,
779,,,,,15,29,0.0009583235,NONE_STR,15,29,0.0021613836,15,29,0.0012030602,,,,
780,,,,,15,30,0.0006453991,NONE_STR,15,30,0.0030233264,15,30,0.0023779273,,,,
781,,,,,15,31,0.00038653612,NONE_STR,15,31,0.004303515,15,31,0.003916979,,,,
782,,,,,15,32,0.0003926158,NONE_STR,15,32,0.0013998747,15,32,0.0010072589,,,,
783,,,,,15,33,0.0003976822,NONE_STR,15,33,0.0026815534,15,33,0.0022838712,,,,
784,,,,,15,34,0.00039839745,NONE_STR,15,34,0.0025077462,15,34,0.0021093488,,,,
785,,,,,15,35,0.0003696084,NONE_STR,15,35,0.004942775,15,35,0.0045731664,,,,
786,,,,,15,36,0.00034981966,NONE_STR,15,36,0.0041531324,15,36,0.0038033128,,,,
787,,,,,15,37,0.0005751252,NONE_STR,15,37,0.0026666522,15,37,0.002091527,,,,
788,,,,,15,38,0.00045084953,NONE_STR,15,38,0.0020293593,15,38,0.0015785098,,,,
789,,,,,15,39,0.0009148121,NONE_STR,15,39,0.0030584335,15,39,0.0021436214,,,,
790,,,,,15,40,0.0022367835,NONE_STR,15,40,0.003822267,15,40,0.0015854836,,,,
791,,,,,15,41,0.0018246174,NONE_STR,15,41,0.0020409822,15,41,0.00021636486,,,,
792,,,,,15,42,0.0013435483,NONE_STR,15,42,0.0024411082,15,42,0.0010975599,,,,
793,,,,,15,43,0.0012949109,NONE_STR,15,43,0.0010049939,15,43,-0.000289917,,,,
794,,,,,15,44,0.0013615489,NONE_STR,15,44,0.004298389,15,44,0.00293684,,,,
795,,,,,15,45,0.0012436509,NONE_STR,15,45,0.0022459626,15,45,0.0010023117,,,,
796,,,,,15,46,0.001044929,NONE_STR,15,46,0.0023658872,15,46,0.0013209581,,,,
797,,,,,15,47,0.0014187098,NONE_STR,15,47,0.002560258,15,47,0.0011415482,,,,
798,,,,,15,48,0.0018073916,NONE_STR,15,48,0.004543364,15,48,0.0027359724,,,,
799,,,,,15,49,0.0020238757,NONE_STR,15,49,0.0019034743,15,49,-0.00012040138,,,,
800,,,,,16,0,0.00062936544,NONE_STR,16,0,7.688999e-05,16,0,-0.00055247545,,,,
801,,,,,16,1,0.00053602457,NONE_STR,16,1,0.00020372868,16,1,-0.0003322959,,,,
802,,,,,16,2,0.00030076504,NONE_STR,16,2,4.0769577e-05,16,2,-0.00025999546,,,,
803,,,,,16,3,0.0004543662,NONE_STR,16,3,0.0034683943,16,3,0.003014028,,,,
804,,,,,16,4,0.0010558367,NONE_STR,16,4,4.0113926e-05,16,4,-0.0010157228,,,,
805,,,,,16,5,0.00076520443,NONE_STR,16,5,0.00020718575,16,5,-0.0005580187,,,,
806,,,,,16,6,0.00068181753,NONE_STR,16,6,0.00017374754,16,6,-0.00050807,,,,
807,,,,,16,7,0.00028532743,NONE_STR,16,7,4.339218e-05,16,7,-0.00024193525,,,,
808,,,,,16,8,0.0006811619,NONE_STR,16,8,9.769201e-05,16,8,-0.00058346987,,,,
809,,,,,16,9,0.000869751,NONE_STR,16,9,7.587671e-05,16,9,-0.00079387426,,,,
810,,,,,16,10,0.00042563677,NONE_STR,16,10,0.00027567148,16,10,-0.00014996529,,,,
811,,,,,16,11,0.00018882751,NONE_STR,16,11,4.1663647e-05,16,11,-0.00014716387,,,,
812,,,,,16,12,0.00028818846,NONE_STR,16,12,0.00023704767,16,12,-5.1140785e-05,,,,
813,,,,,16,13,0.0005913377,NONE_STR,16,13,4.3690205e-05,16,13,-0.0005476475,,,,
814,,,,,16,14,0.00071394444,NONE_STR,16,14,0.0047609806,16,14,0.004047036,,,,
815,,,,,16,15,0.000346303,NONE_STR,16,15,0.00073230267,16,15,0.00038599968,,,,
816,,,,,16,16,0.00027632713,NONE_STR,16,16,4.4047832e-05,16,16,-0.0002322793,,,,
817,,,,,16,17,0.000461936,NONE_STR,16,17,0.0006529689,16,17,0.00019103289,,,,
818,,,,,16,18,0.0011975765,NONE_STR,16,18,0.0009331107,16,18,-0.0002644658,,,,
819,,,,,16,19,0.00059473515,NONE_STR,16,19,0.00022089481,16,19,-0.00037384033,,,,
820,,,,,16,20,0.00080394745,NONE_STR,16,20,0.00011533499,16,20,-0.00068861246,,,,
821,,,,,16,21,0.0006843209,NONE_STR,16,21,0.0018265843,16,21,0.0011422634,,,,
822,,,,,16,22,0.0006350875,NONE_STR,16,22,5.8591366e-05,16,22,-0.0005764961,,,,
823,,,,,16,23,0.0006875992,NONE_STR,16,23,0.008186698,16,23,0.007499099,,,,
824,,,,,16,24,0.00068610907,NONE_STR,16,24,2.9683113e-05,16,24,-0.00065642595,,,,
825,,,,,16,25,0.0006067157,NONE_STR,16,25,0.00016868114,16,25,-0.00043803453,,,,
826,,,,,16,26,0.00056040287,NONE_STR,16,26,0.0017162561,16,26,0.0011558533,,,,
827,,,,,16,27,0.000759542,NONE_STR,16,27,4.36306e-05,16,27,-0.0007159114,,,,
828,,,,,16,28,0.0009140372,NONE_STR,16,28,0.0002039671,16,28,-0.00071007013,,,,
829,,,,,16,29,0.0008252859,NONE_STR,16,29,3.117323e-05,16,29,-0.0007941127,,,,
830,,,,,16,30,0.0005609393,NONE_STR,16,30,0.013136387,16,30,0.012575448,,,,
831,,,,,16,31,0.00044125319,NONE_STR,16,31,0.02540785,16,31,0.024966598,,,,
832,,,,,16,32,0.00047147274,NONE_STR,16,32,5.5015087e-05,16,32,-0.00041645765,,,,
833,,,,,16,33,0.00043702126,NONE_STR,16,33,4.118681e-05,16,33,-0.00039583445,,,,
834,,,,,16,34,0.00045484304,NONE_STR,16,34,2.9683113e-05,16,34,-0.00042515993,,,,
835,,,,,16,35,0.0004774928,NONE_STR,16,35,0.0001834631,16,35,-0.0002940297,,,,
836,,,,,16,36,0.0004310012,NONE_STR,16,36,8.279085e-05,16,36,-0.00034821033,,,,
837,,,,,16,37,0.00042754412,NONE_STR,16,37,0.00011599064,16,37,-0.00031155348,,,,
838,,,,,16,38,0.0005236268,NONE_STR,16,38,5.632639e-05,16,38,-0.00046730042,,,,
839,,,,,16,39,0.000816226,NONE_STR,16,39,0.00033968687,16,39,-0.00047653913,,,,
840,,,,,16,40,0.0018772483,NONE_STR,16,40,0.009303391,16,40,0.0074261427,,,,
841,,,,,16,41,0.0016428828,NONE_STR,16,41,0.00014305115,16,41,-0.0014998317,,,,
842,,,,,16,42,0.0018125176,NONE_STR,16,42,7.045269e-05,16,42,-0.001742065,,,,
843,,,,,16,43,0.001488626,NONE_STR,16,43,4.476309e-05,16,43,-0.0014438629,,,,
844,,,,,16,44,0.0012182593,NONE_STR,16,44,0.020330608,16,44,0.019112349,,,,
845,,,,,16,45,0.0011172295,NONE_STR,16,45,0.000100553036,16,45,-0.0010166764,,,,
846,,,,,16,46,0.0013332963,NONE_STR,16,46,3.671646e-05,16,46,-0.0012965798,,,,
847,,,,,16,47,0.0016887784,NONE_STR,16,47,0.0037770867,16,47,0.0020883083,,,,
848,,,,,16,48,0.002039671,NONE_STR,16,48,0.00019574165,16,48,-0.0018439293,,,,
849,,,,,16,49,0.0024246573,NONE_STR,16,49,4.8339367e-05,16,49,-0.002376318,,,,
850,,,,,17,0,0.0005828738,NONE_STR,17,0,0.00020819902,17,0,-0.0003746748,,,,
851,,,,,17,1,0.00075268745,NONE_STR,17,1,0.00039362907,17,1,-0.00035905838,,,,
852,,,,,17,2,0.00069761276,NONE_STR,17,2,0.000225842,17,2,-0.00047177076,,,,
853,,,,,17,3,0.0007352829,NONE_STR,17,3,0.00027483702,17,3,-0.00046044588,,,,
854,,,,,17,4,0.0009928346,NONE_STR,17,4,0.0003682375,17,4,-0.0006245971,,,,
855,,,,,17,5,0.00074386597,NONE_STR,17,5,0.00023943186,17,5,-0.0005044341,,,,
856,,,,,17,6,0.00065249205,NONE_STR,17,6,0.000302732,17,6,-0.00034976006,,,,
857,,,,,17,7,0.00051766634,NONE_STR,17,7,0.0003746748,17,7,-0.00014299154,,,,
858,,,,,17,8,0.0010560751,NONE_STR,17,8,0.00021594763,17,8,-0.00084012747,,,,
859,,,,,17,9,0.0012105703,NONE_STR,17,9,0.00021094084,17,9,-0.0009996295,,,,
860,,,,,17,10,0.0007818341,NONE_STR,17,10,0.00032287836,17,10,-0.00045895576,,,,
861,,,,,17,11,0.00025606155,NONE_STR,17,11,0.00033068657,17,11,7.4625015e-05,,,,
862,,,,,17,12,0.00024712086,NONE_STR,17,12,0.00035601854,17,12,0.000108897686,,,,
863,,,,,17,13,0.0007724762,NONE_STR,17,13,0.00024682283,17,13,-0.00052565336,,,,
864,,,,,17,14,0.00066155195,NONE_STR,17,14,0.000297606,17,14,-0.00036394596,,,,
865,,,,,17,15,0.00031805038,NONE_STR,17,15,0.00031971931,17,15,1.66893e-06,,,,
866,,,,,17,16,0.00041419268,NONE_STR,17,16,0.00023674965,17,16,-0.00017744303,,,,
867,,,,,17,17,0.0010479093,NONE_STR,17,17,0.0003925562,17,17,-0.00065535307,,,,
