,visual parameter label,visual parameter value,xticks,yticks,ax_00_0_imshow_row,ax_00_0_imshow_col,ax_00_0_imshow_value,preserved 0,ax_02_0_bar_x,ax_02_0_bar_y,ax_03_0_hist_x
360,,,,,3,60,0.0026050012,NONE_STR,,,0.0026050012
361,,,,,3,61,0.002620717,NONE_STR,,,0.002620717
362,,,,,3,62,0.0027230184,NONE_STR,,,0.0027230184
363,,,,,3,63,0.0028538308,NONE_STR,,,0.0028538308
364,,,,,3,64,0.0031178198,NONE_STR,,,0.0031178198
365,,,,,3,65,0.003374537,NONE_STR,,,0.003374537
366,,,,,3,66,0.0035842261,NONE_STR,,,0.0035842261
367,,,,,3,67,0.004381001,NONE_STR,,,0.004381001
368,,,,,3,68,0.0047973595,NONE_STR,,,0.0047973595
369,,,,,3,69,0.0041729016,NONE_STR,,,0.0041729016
370,,,,,3,70,0.0035436354,NONE_STR,,,0.0035436354
371,,,,,3,71,0.0031239192,NONE_STR,,,0.0031239192
372,,,,,3,72,0.0029148858,NONE_STR,,,0.0029148858
373,,,,,3,73,0.002895534,NONE_STR,,,0.002895534
374,,,,,3,74,0.0030197501,NONE_STR,,,0.0030197501
375,,,,,3,75,0.0032340288,NONE_STR,,,0.0032340288
376,,,,,3,76,0.0034806929,NONE_STR,,,0.0034806929
377,,,,,3,77,0.0036983888,NONE_STR,,,0.0036983888
378,,,,,3,78,0.0038525264,NONE_STR,,,0.0038525264
379,,,,,3,79,0.003952523,NONE_STR,,,0.003952523
380,,,,,3,80,0.0040230155,NONE_STR,,,0.0040230155
381,,,,,3,81,0.004076898,NONE_STR,,,0.004076898
382,,,,,3,82,0.004116277,NONE_STR,,,0.004116277
383,,,,,3,83,0.0041431785,NONE_STR,,,0.0041431785
384,,,,,3,84,0.00416408,NONE_STR,,,0.00416408
385,,,,,3,85,0.0041839285,NONE_STR,,,0.0041839285
386,,,,,3,86,0.0041949553,NONE_STR,,,0.0041949553
387,,,,,3,87,0.004177551,NONE_STR,,,0.004177551
388,,,,,3,88,0.0041260524,NONE_STR,,,0.0041260524
389,,,,,3,89,0.0040857396,NONE_STR,,,0.0040857396
390,,,,,3,90,0.0040949187,NONE_STR,,,0.0040949187
391,,,,,3,91,0.0043897233,NONE_STR,,,0.0043897233
392,,,,,3,92,0.005429586,NONE_STR,,,0.005429586
393,,,,,3,93,0.00816379,NONE_STR,,,0.00816379
394,,,,,3,94,0.012398442,NONE_STR,,,0.012398442
395,,,,,3,95,0.01240021,NONE_STR,,,0.01240021
396,,,,,3,96,0.009045283,NONE_STR,,,0.009045283
397,,,,,3,97,0.006222745,NONE_STR,,,0.006222745
398,,,,,3,98,0.0041903458,NONE_STR,,,0.0041903458
399,,,,,3,99,0.0032409232,NONE_STR,,,0.0032409232
400,,,,,4,0,0.005083601,NONE_STR,,,0.005083601
401,,,,,4,1,0.0040488048,NONE_STR,,,0.0040488048
402,,,,,4,2,0.0034537714,NONE_STR,,,0.0034537714
403,,,,,4,3,0.0032043855,NONE_STR,,,0.0032043855
404,,,,,4,4,0.0032130084,NONE_STR,,,0.0032130084
405,,,,,4,5,0.0034145713,NONE_STR,,,0.0034145713
406,,,,,4,6,0.003585875,NONE_STR,,,0.003585875
407,,,,,4,7,0.0036325257,NONE_STR,,,0.0036325257
408,,,,,4,8,0.0037021637,NONE_STR,,,0.0037021637
