,ax_00_0_imshow_row,ax_00_0_imshow_col,ax_00_0_imshow_value,ax_02_0_bar_x,ax_02_0_bar_y,ax_03_0_hist_x
123,1,23,0.0030073128,,,0.0030073128
124,1,24,0.0027222238,,,0.0027222238
125,1,25,0.002644082,,,0.002644082
126,1,26,0.0026927195,,,0.0026927195
127,1,27,0.0027327738,,,0.0027327738
128,1,28,0.002663692,,,0.002663692
129,1,29,0.0026689968,,,0.0026689968
130,1,30,0.0029221973,,,0.0029221973
131,1,31,0.0035209856,,,0.0035209856
132,1,32,0.004409234,,,0.004409234
133,1,33,0.005525609,,,0.005525609
134,1,34,0.006687443,,,0.006687443
135,1,35,0.0077103376,,,0.0077103376
136,1,36,0.00852718,,,0.00852718
137,1,37,0.009026627,,,0.009026627
138,1,38,0.009261191,,,0.009261191
139,1,39,0.009206991,,,0.009206991
140,1,40,0.008909385,,,0.008909385
141,1,41,0.008550346,,,0.008550346
142,1,42,0.008106689,,,0.008106689
143,1,43,0.0076111755,,,0.0076111755
144,1,44,0.0072229705,,,0.0072229705
145,1,45,0.0068439445,,,0.0068439445
146,1,46,0.0063733063,,,0.0063733063
147,1,47,0.005921364,,,0.005921364
148,1,48,0.005502045,,,0.005502045
149,1,49,0.0053402586,,,0.0053402586
150,1,50,0.005488376,,,0.005488376
151,1,51,0.00571241,,,0.00571241
152,1,52,0.0058777137,,,0.0058777137
153,1,53,0.005786121,,,0.005786121
154,1,54,0.005414804,,,0.005414804
155,1,55,0.0050549507,,,0.0050549507
156,1,56,0.004835089,,,0.004835089
157,1,57,0.0045223637,,,0.0045223637
158,1,58,0.0040564938,,,0.0040564938
159,1,59,0.003573835,,,0.003573835
160,1,60,0.0032816133,,,0.0032816133
161,1,61,0.0033070645,,,0.0033070645
162,1,62,0.0034474134,,,0.0034474134
163,1,63,0.0036320887,,,0.0036320887
164,1,64,0.0039790473,,,0.0039790473
165,1,65,0.0042854548,,,0.0042854548
166,1,66,0.0044374866,,,0.0044374866
167,1,67,0.005149007,,,0.005149007
168,1,68,0.0054546,,,0.0054546
169,1,69,0.004760842,,,0.004760842
170,1,70,0.0040723085,,,0.0040723085
171,1,71,0.003608207,,,0.003608207
172,1,72,0.0033794045,,,0.0033794045
173,1,73,0.0033649206,,,0.0033649206
174,1,74,0.0035152435,,,0.0035152435
175,1,75,0.0037701726,,,0.0037701726
176,1,76,0.004063487,,,0.004063487
177,1,77,0.0043231845,,,0.0043231845
178,1,78,0.004507105,,,0.004507105
179,1,79,0.0046233935,,,0.0046233935
180,1,80,0.0046986938,,,0.0046986938
181,1,81,0.004747987,,,0.004747987
182,1,82,0.0047748885,,,0.0047748885
183,1,83,0.0047822995,,,0.0047822995
184,1,84,0.0047759614,,,0.0047759614
185,1,85,0.0047617955,,,0.0047617955
186,1,86,0.004735907,,,0.004735907
187,1,87,0.0046844683,,,0.0046844683
188,1,88,0.0046069226,,,0.0046069226
189,1,89,0.0045499406,,,0.0045499406
190,1,90,0.0045425696,,,0.0045425696
191,1,91,0.004831056,,,0.004831056
192,1,92,0.005886376,,,0.005886376
193,1,93,0.0086620655,,,0.0086620655
194,1,94,0.013043901,,,0.013043901
195,1,95,0.0133281555,,,0.0133281555
196,1,96,0.010060629,,,0.010060629
197,1,97,0.0070310235,,,0.0070310235
198,1,98,0.0047561927,,,0.0047561927
199,1,99,0.0036561093,,,0.0036561093
200,2,0,0.0036898851,,,0.0036898851
201,2,1,0.0029710731,,,0.0029710731
202,2,2,0.0025927227,,,0.0025927227
203,2,3,0.002427439,,,0.002427439
204,2,4,0.0024774075,,,0.0024774075
205,2,5,0.0027159057,,,0.0027159057
206,2,6,0.0029242635,,,0.0029242635
207,2,7,0.0030266843,,,0.0030266843
208,2,8,0.0031845968,,,0.0031845968
209,2,9,0.003409048,,,0.003409048
210,2,10,0.0035772324,,,0.0035772324
211,2,11,0.0037736497,,,0.0037736497
212,2,12,0.0039122305,,,0.0039122305
213,2,13,0.004246752,,,0.004246752
214,2,14,0.004782498,,,0.004782498
215,2,15,0.0053194165,,,0.0053194165
216,2,16,0.005610347,,,0.005610347
217,2,17,0.005523066,,,0.005523066
218,2,18,0.005081455,,,0.005081455
219,2,19,0.0043564243,,,0.0043564243
220,2,20,0.003614386,,,0.003614386
221,2,21,0.0032749972,,,0.0032749972
222,2,22,0.0031656027,,,0.0031656027
223,2,23,0.0029129386,,,0.0029129386
224,2,24,0.0025401316,,,0.0025401316
225,2,25,0.002372583,,,0.002372583
226,2,26,0.002343615,,,0.002343615
227,2,27,0.0023270648,,,0.0023270648
228,2,28,0.0022307239,,,0.0022307239
229,2,29,0.0022356114,,,0.0022356114
230,2,30,0.002505859,,,0.002505859
231,2,31,0.0031289856,,,0.0031289856
232,2,32,0.0040513678,,,0.0040513678
233,2,33,0.005209069,,,0.005209069
234,2,34,0.0064098043,,,0.0064098043
235,2,35,0.007447779,,,0.007447779
236,2,36,0.008228263,,,0.008228263
237,2,37,0.008660714,,,0.008660714
238,2,38,0.008842349,,,0.008842349
239,2,39,0.008771917,,,0.008771917
240,2,40,0.008460641,,,0.008460641
241,2,41,0.008105954,,,0.008105954
242,2,42,0.00773565,,,0.00773565
243,2,43,0.0073538027,,,0.0073538027
244,2,44,0.007058104,,,0.007058104
245,2,45,0.006757617,,,0.006757617
246,2,46,0.006356756,,,0.006356756
247,2,47,0.0059426427,,,0.0059426427
248,2,48,0.0055447817,,,0.0055447817
249,2,49,0.005398035,,,0.005398035
250,2,50,0.005556564,,,0.005556564
251,2,51,0.005824904,,,0.005824904
252,2,52,0.006048779,,,0.006048779
253,2,53,0.0060002804,,,0.0060002804
254,2,54,0.0056397123,,,0.0056397123
255,2,55,0.005248209,,,0.005248209
256,2,56,0.0049661202,,,0.0049661202
257,2,57,0.004576107,,,0.004576107
258,2,58,0.004048149,,,0.004048149
259,2,59,0.0035184026,,,0.0035184026
260,2,60,0.003202796,,,0.003202796
261,2,61,0.0032182138,,,0.0032182138
262,2,62,0.0033385358,,,0.0033385358
263,2,63,0.0034947,,,0.0034947
264,2,64,0.0038143597,,,0.0038143597
265,2,65,0.0041116676,,,0.0041116676
266,2,66,0.004297654,,,0.004297654
267,2,67,0.0050504804,,,0.0050504804
268,2,68,0.0053152046,,,0.0053152046
269,2,69,0.0045596166,,,0.0045596166
270,2,70,0.0038458507,,,0.0038458507
271,2,71,0.0033777158,,,0.0033777158
272,2,72,0.0031488738,,,0.0031488738
273,2,73,0.003130138,,,0.003130138
274,2,74,0.003269732,,,0.003269732
275,2,75,0.0035087268,,,0.0035087268
276,2,76,0.0037830076,,,0.0037830076
277,2,77,0.0040259166,,,0.0040259166
278,2,78,0.004198333,,,0.004198333
279,2,79,0.004308661,,,0.004308661
280,2,80,0.0043817563,,,0.0043817563
281,2,81,0.004432082,,,0.004432082
282,2,82,0.0044629974,,,0.0044629974
283,2,83,0.0044778986,,,0.0044778986
284,2,84,0.0044831634,,,0.0044831634
285,2,85,0.0044833226,,,0.0044833226
286,2,86,0.0044719777,,,0.0044719777
287,2,87,0.004432778,,,0.004432778
288,2,88,0.0043642325,,,0.0043642325
289,2,89,0.0043141246,,,0.0043141246
290,2,90,0.004317224,,,0.004317224
291,2,91,0.004616718,,,0.004616718
292,2,92,0.00568227,,,0.00568227
293,2,93,0.008473198,,,0.008473198
294,2,94,0.012883425,,,0.012883425
295,2,95,0.013099492,,,0.013099492
296,2,96,0.009633462,,,0.009633462
297,2,97,0.006520788,,,0.006520788
298,2,98,0.0042958064,,,0.0042958064
299,2,99,0.0032407641,,,0.0032407641
300,3,0,0.0036988258,,,0.0036988258
301,3,1,0.0029287736,,,0.0029287736
302,3,2,0.0024996798,,,0.0024996798
303,3,3,0.002305309,,,0.002305309
304,3,4,0.0023068588,,,0.0023068588
305,3,5,0.0024639964,,,0.0024639964
306,3,6,0.0026021204,,,0.0026021204
307,3,7,0.002649804,,,0.002649804
308,3,8,0.002760192,,,0.002760192
309,3,9,0.002959609,,,0.002959609
310,3,10,0.0031540394,,,0.0031540394
311,3,11,0.0033941667,,,0.0033941667
312,3,12,0.003573855,,,0.003573855
313,3,13,0.003928542,,,0.003928542
314,3,14,0.004461249,,,0.004461249
315,3,15,0.00498124,,,0.00498124
316,3,16,0.0052588983,,,0.0052588983
317,3,17,0.0051643653,,,0.0051643653
318,3,18,0.004735808,,,0.004735808
319,3,19,0.0040410957,,,0.0040410957
320,3,20,0.0033183298,,,0.0033183298
321,3,21,0.002971093,,,0.002971093
322,3,22,0.0028725863,,,0.0028725863
323,3,23,0.0026728313,,,0.0026728313
324,3,24,0.0023274422,,,0.0023274422
325,3,25,0.00215439,,,0.00215439
326,3,26,0.0021188855,,,0.0021188855
327,3,27,0.0021041236,,,0.0021041236
328,3,28,0.0020284257,,,0.0020284257
329,3,29,0.002043744,,,0.002043744
330,3,30,0.0023015938,,,0.0023015938
331,3,31,0.0028880239,,,0.0028880239
332,3,32,0.0037528872,,,0.0037528872
333,3,33,0.004830599,,,0.004830599
334,3,34,0.005930066,,,0.005930066
335,3,35,0.006845951,,,0.006845951
336,3,36,0.0074792905,,,0.0074792905
337,3,37,0.0077484054,,,0.0077484054
338,3,38,0.0077601075,,,0.0077601075
339,3,39,0.007629633,,,0.007629633
340,3,40,0.007368108,,,0.007368108
341,3,41,0.007145445,,,0.007145445
342,3,42,0.0069953604,,,0.0069953604
343,3,43,0.0068481565,,,0.0068481565
344,3,44,0.0067143245,,,0.0067143245
345,3,45,0.0065009594,,,0.0065009594
346,3,46,0.0061349673,,,0.0061349673
347,3,47,0.005741497,,,0.005741497
348,3,48,0.005366584,,,0.005366584
349,3,49,0.0052009225,,,0.0052009225
350,3,50,0.005272468,,,0.005272468
351,3,51,0.0054520173,,,0.0054520173
352,3,52,0.0056197643,,,0.0056197643
353,3,53,0.0055283904,,,0.0055283904
354,3,54,0.005120456,,,0.005120456
355,3,55,0.004670819,,,0.004670819
356,3,56,0.0043337545,,,0.0043337545
