,ax_00_0_imshow_row,ax_00_0_imshow_col,ax_00_0_imshow_value,ax_01_0_imshow_row,ax_01_0_imshow_col,ax_01_0_imshow_value,ax_02_0_imshow_row,ax_02_0_imshow_col,ax_02_0_imshow_value,ax_03_0_scatter_x,ax_03_0_scatter_y,ax_03_1_plot_x,ax_03_1_plot_y
179,1,79,0.008642793,1,79,0.010432014,1,79,-0.2862134,0.008642793,0.010432014,,
180,1,80,0.00646621,1,80,0.009847375,1,80,-0.67013353,0.00646621,0.009847375,,
181,1,81,0.0048754215,1,81,0.009560419,1,81,-1.178516,0.0048754215,0.009560419,,
182,1,82,0.0039153695,1,82,0.009529213,1,82,-1.7668675,0.0039153695,0.009529213,,
183,1,83,0.003706038,1,83,0.009555843,1,83,-1.9106269,0.003706038,0.009555843,,
184,1,84,0.003580749,1,84,0.009579738,1,84,-1.9640111,0.003580749,0.009579738,,
185,1,85,0.0034313202,1,85,0.009602485,1,85,-2.0301907,0.0034313202,0.009602485,,
186,1,86,0.0032516122,1,86,0.009622844,1,86,-2.112052,0.0032516122,0.009622844,,
187,1,87,0.003035009,1,87,0.009640785,1,87,-2.2137182,0.003035009,0.009640785,,
188,1,88,0.0027796626,1,88,0.009658136,1,88,-2.3395073,0.0027796626,0.009658136,,
189,1,89,0.002491653,1,89,0.009678079,1,89,-2.4925942,0.002491653,0.009678079,,
190,1,90,0.0021877885,1,90,0.0097028,1,90,-2.6722975,0.0021877885,0.0097028,,
191,1,91,0.0018908381,1,91,0.009730977,1,91,-2.872885,0.0018908381,0.009730977,,
192,1,92,0.0016197562,1,92,0.0097579425,1,92,-3.0852206,0.0016197562,0.0097579425,,
193,1,93,0.0013833642,1,93,0.009779351,1,93,-3.3005288,0.0013833642,0.009779351,,
194,1,94,0.0011808872,1,94,0.009796489,1,94,-3.5143483,0.0011808872,0.009796489,,
195,1,95,0.0010083914,1,95,0.009818506,1,95,-3.7275553,0.0010083914,0.009818506,,
196,1,96,0.0008659363,1,96,0.009856358,1,96,-3.9437218,0.0008659363,0.009856358,,
197,1,97,0.0007570386,1,97,0.0099117225,1,97,-4.1644855,0.0007570386,0.0099117225,,
198,1,98,0.00068199635,1,98,0.009971566,1,98,-4.386088,0.00068199635,0.009971566,,
199,1,99,0.00063067675,1,99,0.010019329,1,99,-4.6032996,0.00063067675,0.010019329,,
200,2,0,0.00043666363,2,0,0.013908583,2,0,-6.615065,0.00043666363,0.013908583,,
201,2,1,0.00048202276,2,1,0.013651299,2,1,-4.9011254,0.00048202276,0.013651299,,
202,2,2,0.0005248189,2,2,0.01334043,2,2,-3.6224113,0.0005248189,0.01334043,,
203,2,3,0.00056129694,2,3,0.012961571,2,3,-2.7585902,0.00056129694,0.012961571,,
204,2,4,0.0006030202,2,4,0.012474103,2,4,-2.2008817,0.0006030202,0.012474103,,
205,2,5,0.0006414056,2,5,0.012009396,2,5,-1.8474411,0.0006414056,0.012009396,,
206,2,6,0.000672698,2,6,0.011645074,2,6,-1.6382458,0.000672698,0.011645074,,
207,2,7,0.0006996393,2,7,0.011390971,2,7,-1.532581,0.0006996393,0.011390971,,
208,2,8,0.0007249713,2,8,0.0112328725,2,8,-1.5011551,0.0007249713,0.0112328725,,
209,2,9,0.00074982643,2,9,0.011150689,2,9,-1.5215346,0.00074982643,0.011150689,,
210,2,10,0.00077182055,2,10,0.011121864,2,10,-1.5758415,0.00077182055,0.011121864,,
211,2,11,0.0007827282,2,11,0.011118038,2,11,-1.652408,0.0007827282,0.011118038,,
212,2,12,0.0007542372,2,12,0.011092582,2,12,-1.7528533,0.0007542372,0.011092582,,
213,2,13,0.0007138252,2,13,0.011067823,2,13,-1.863813,0.0007138252,0.011067823,,
214,2,14,0.00069218874,2,14,0.011060712,2,14,-1.9686649,0.00069218874,0.011060712,,
215,2,15,0.0007017255,2,15,0.011066974,2,15,-2.0542932,0.0007017255,0.011066974,,
216,2,16,0.0007417798,2,16,0.011082866,2,16,-2.1053996,0.0007417798,0.011082866,,
217,2,17,0.00082170963,2,17,0.011116753,2,17,-2.1028934,0.00082170963,0.011116753,,
218,2,18,0.0009472966,2,18,0.011176727,2,18,-2.055344,0.0009472966,0.011176727,,
219,2,19,0.0011054277,2,19,0.011260569,2,19,-1.9847138,0.0011054277,0.011260569,,
220,2,20,0.0013849735,2,20,0.011380857,2,20,-1.9283792,0.0013849735,0.011380857,,
221,2,21,0.0016121864,2,21,0.0114771575,2,21,-1.8858219,0.0016121864,0.0114771575,,
222,2,22,0.0017048717,2,22,0.0115412725,2,22,-1.8717239,0.0017048717,0.0115412725,,
223,2,23,0.0016288757,2,23,0.0115745,2,23,-1.8930312,0.0016288757,0.0115745,,
224,2,24,0.0014257431,2,24,0.011588766,2,24,-1.942173,0.0014257431,0.011588766,,
225,2,25,0.0012127757,2,25,0.011606405,2,25,-1.9949183,0.0012127757,0.011606405,,
226,2,26,0.0011302233,2,26,0.011649091,2,26,-2.016591,0.0011302233,0.011649091,,
227,2,27,0.0012664199,2,27,0.011712446,2,27,-1.9791855,0.0012664199,0.011712446,,
228,2,28,0.0016072989,2,28,0.01177346,2,28,-1.8792726,0.0016072989,0.01177346,,
229,2,29,0.0020679235,2,29,0.01183802,2,29,-1.7367916,0.0020679235,0.01183802,,
230,2,30,0.0025210977,2,30,0.011893203,2,30,-1.5869445,0.0025210977,0.011893203,,
231,2,31,0.002840042,2,31,0.011924398,2,31,-1.4594952,0.002840042,0.011924398,,
232,2,32,0.002937615,2,32,0.0119212745,2,32,-1.36903,0.002937615,0.0119212745,,
233,2,33,0.0027749538,2,33,0.011874034,2,33,-1.3179142,0.0027749538,0.011874034,,
234,2,34,0.0024938583,2,34,0.011762084,2,34,-1.2805747,0.0024938583,0.011762084,,
235,2,35,0.0022257566,2,35,0.011543011,2,35,-1.2394876,0.0022257566,0.011543011,,
236,2,36,0.0020710826,2,36,0.011191897,2,36,-1.1820349,0.0020710826,0.011191897,,
237,2,37,0.002066493,2,37,0.010866289,2,37,-1.110963,0.002066493,0.010866289,,
238,2,38,0.0021746159,2,38,0.010607791,2,38,-1.0367054,0.0021746159,0.010607791,,
239,2,39,0.002340138,2,39,0.010393165,2,39,-0.9679474,0.002340138,0.010393165,,
240,2,40,0.0024875998,2,40,0.010171275,2,40,-0.91313535,0.0024875998,0.010171275,,
241,2,41,0.0025500655,2,41,0.009887301,2,41,-0.8788113,0.0025500655,0.009887301,,
242,2,42,0.0025714636,2,42,0.009557126,2,42,-0.863158,0.0025714636,0.009557126,,
243,2,43,0.0025991797,2,43,0.009201592,2,43,-0.8589923,0.0025991797,0.009201592,,
244,2,44,0.0026394725,2,44,0.008852289,2,44,-0.85957235,0.0026394725,0.008852289,,
245,2,45,0.002712965,2,45,0.008508245,2,45,-0.85469294,0.002712965,0.008508245,,
246,2,46,0.0028091073,2,46,0.008147904,2,46,-0.83815295,0.0028091073,0.008147904,,
247,2,47,0.0028695464,2,47,0.007747531,2,47,-0.81204844,0.0028695464,0.007747531,,
248,2,48,0.002846837,2,48,0.0073171007,2,48,-0.7891716,0.002846837,0.0073171007,,
249,2,49,0.002741754,2,49,0.0069029015,2,49,-0.78618795,0.002741754,0.0069029015,,
250,2,50,0.0025563836,2,50,0.00654662,2,50,-0.81823915,0.0025563836,0.00654662,,
251,2,51,0.0023280382,2,51,0.006299297,2,51,-0.89131606,0.0023280382,0.006299297,,
252,2,52,0.0021190047,2,52,0.006212235,2,52,-0.9979408,0.0021190047,0.006212235,,
253,2,53,0.0019865036,2,53,0.0063053155,2,53,-1.1127055,0.0019865036,0.0063053155,,
254,2,54,0.0019057989,2,54,0.006535724,2,54,-1.2086372,0.0019057989,0.006535724,,
255,2,55,0.0018307567,2,55,0.006883776,2,55,-1.2845918,0.0018307567,0.006883776,,
256,2,56,0.0018277764,2,56,0.0073127267,2,56,-1.3297558,0.0018277764,0.0073127267,,
257,2,57,0.001932919,2,57,0.007753737,2,57,-1.339113,0.001932919,0.007753737,,
258,2,58,0.002148807,2,58,0.008146547,2,58,-1.3174816,0.002148807,0.008146547,,
259,2,59,0.0024629235,2,59,0.008453909,2,59,-1.2734597,0.0024629235,0.008453909,,
260,2,60,0.0028638244,2,60,0.008651876,2,60,-1.2151068,0.0028638244,0.008651876,,
261,2,61,0.0032899976,2,61,0.0087774135,2,61,-1.156375,0.0032899976,0.0087774135,,
262,2,62,0.0036523342,2,62,0.008881758,2,62,-1.1172184,0.0036523342,0.008881758,,
263,2,63,0.0039340258,2,63,0.009021675,2,63,-1.101469,0.0039340258,0.009021675,,
